kata,mean,std,raw_ratings
eror,-3.2,1.0,"[-3, -4, -4, -2, -4, -4, -2, -2, -3, -4]"
kenceng,-1.6,1.0,"[-1, -3, -3, 0, 0, -2, -3, -2, -1, -1]"
melar,-1.6,1.0,"[-2, -2, -2, -3, 0, -1, -2, -2, -1, -1]"
death,-2.4,1.0,"[-3, -3, -1, -2, -3, -2, -2, -4, -2, -2]"
inkarnasi,-0.8,1.0,"[0, 0, -1, -1, 0, -1, -1, -1, -2, -1]"
menghidu,-0.8,1.0,"[-2, -1, 0, -1, -1, 0, 0, -2, 0, -1]"
geledek,-1.6,1.0,"[-2, -3, -2, 0, -2, -1, -2, -2, -1, -1]"
terpacul,-3.2,1.0,"[-2, -3, -4, -4, -2, -3, -4, -4, -4, -2]"
pembesar,-1.6,1.0,"[-2, -1, -1, -3, -2, -1, 0, -3, -2, -1]"
menembok,-0.8,1.0,"[-1, -1, -2, -4, -1, 0, -1, 1, 0, 1]"
najisin,-3.2,1.0,"[-2, -4, -2, -4, -3, -4, -4, -3, -2, -4]"
jiji,-3.2,1.0,"[-2, -1, -4, -4, -4, -2, -4, -4, -4, -3]"
yaudahlah,-2.4,1.0,"[-2, -1, -2, -4, -2, -3, -1, -2, -3, -4]"
nusuk,-2.4,1.0,"[-3, -3, -2, -1, -2, -3, -2, -4, -2, -2]"
jigong,-3.2,1.0,"[-3, -2, -2, -3, -4, -4, -3, -4, -3, -4]"
dahlah,-2.4,1.0,"[-2, -4, -3, -4, -3, -2, -1, -2, -1, -2]"
uler,-2.4,1.0,"[-2, -2, -1, -2, -3, -3, -3, -3, -2, -3]"
lebay,-3.2,1.0,"[-4, -2, -4, -3, -2, -4, -3, -2, -4, -4]"
menggelikan,-2.4,1.0,"[-3, -2, -1, -3, -3, -4, -2, -1, -2, -3]"
kerasukan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berseteru,-3.2,1.0,"[-4, -4, -2, -4, -4, -3, -4, -2, -3, -2]"
emmm,-1.6,1.0,"[-4, -1, -2, -2, 0, -3, 0, -1, -1, -2]"
keladi,-2.4,1.0,"[-4, -2, -1, -4, -4, -2, -1, -2, -2, -2]"
lengket-lengket,-2.4,1.0,"[-3, -2, -1, -3, -3, -4, 0, -2, -2, -4]"
idk,-2.4,1.0,"[-1, -2, -4, -2, -3, -2, -2, -2, -4, -2]"
politik,-0.8,1.0,"[0, -1, 0, 0, -3, 0, -1, -2, -1, 0]"
geledah,-2.4,1.0,"[-2, -3, -4, 0, -3, -4, -1, -4, 0, -3]"
ngespam,-2.4,1.0,"[0, -3, -2, -2, -2, -3, -1, -4, -3, -4]"
potongan,-1.6,1.0,"[-1, -1, -1, -2, 0, -2, -2, -3, -2, -2]"
kepanikan,-3.2,1.0,"[-3, -2, -4, -3, -3, -4, -4, -3, -3, -3]"
ngilu,-3.2,1.0,"[-4, -4, -3, -3, -3, -4, -3, -3, -2, -3]"
tilam,-3.2,1.0,"[-4, -2, -2, -4, -4, -3, -4, -3, -3, -3]"
bencong,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pusink,-2.4,1.0,"[-2, -2, -4, -1, -3, -1, -4, -2, -3, -2]"
fitnah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
sesak,-2.4,1.0,"[-2, -2, -3, -2, -3, -1, -3, -2, -3, -3]"
berlutut,-1.6,1.0,"[-2, -3, 0, -2, -2, -1, -2, -1, -2, -1]"
menunggangkan,-0.8,1.0,"[-2, -1, -3, 0, 1, -2, -1, 0, 0, 0]"
menusuk,-3.2,1.0,"[-3, -4, -4, -3, -3, -2, -3, -3, -3, -4]"
pecat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kumat,-3.2,1.0,"[-3, -3, -4, -3, -2, -4, -4, -4, -4, -1]"
keceriaan,-0.8,1.0,"[-1, -1, -1, -1, 1, 0, -1, 0, -2, -2]"
menyodok,-2.4,1.0,"[-1, -3, -3, -3, -3, -2, -2, -2, -2, -3]"
sotau,-3.2,1.0,"[-3, -2, -4, -4, -4, -3, -4, -2, -2, -4]"
pitnah,-2.4,1.0,"[-2, -2, -3, -2, -3, -1, -2, -3, -3, -3]"
yelah,-2.4,1.0,"[-2, -2, -3, -3, -1, -3, -2, -2, -2, -4]"
diduain,-2.4,1.0,"[-3, -3, -2, -2, -1, -2, -4, -3, -2, -2]"
nyet,-3.2,1.0,"[-4, -4, -4, -4, -3, -2, -1, -3, -4, -3]"
pendek tali,-3.2,1.0,"[-4, -2, -2, -4, -4, -1, -4, -4, -4, -3]"
gemetar,-2.4,1.0,"[-4, -3, -2, -3, -3, -1, -3, -4, 0, -1]"
bau,-3.2,1.0,"[-4, -3, -4, -4, -4, -3, -2, -3, -1, -4]"
pojok,-2.4,1.0,"[-3, -2, -1, -4, -2, -2, -3, -3, -2, -2]"
ngomel,-3.2,1.0,"[-2, -4, -4, -3, -3, -2, -4, -3, -3, -4]"
numpuk,-2.4,1.0,"[-2, -1, -3, -2, -2, -4, -3, -1, -3, -3]"
hambar,-2.4,1.0,"[0, -4, -3, -1, -1, -3, -4, -1, -3, -4]"
down,-2.4,1.0,"[-3, -2, -3, -3, -3, -2, -2, -1, -3, -2]"
mesiu,-0.8,1.0,"[0, -1, 0, 0, -2, -2, -1, -2, 0, 0]"
neraka,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
nganggur,-2.4,1.0,"[-2, -3, -3, -3, -4, -1, -3, -1, -3, -1]"
penertiban,-1.6,1.0,"[-2, -2, -3, -2, -2, -2, -1, 0, 0, -2]"
blur,-3.2,1.0,"[-2, -4, -4, -4, -4, -3, -3, -3, -3, -2]"
terlangah,-2.4,1.0,"[-2, -4, -1, 1, -2, -4, -3, -3, -4, -2]"
mupeng,-1.6,1.0,"[0, -3, -1, -1, -2, -2, -3, 0, -2, -2]"
berlangau,-3.2,1.0,"[-4, -2, -4, -3, -3, -3, -4, -3, -2, -4]"
bertekuk lutut,-2.4,1.0,"[-2, -1, -1, -4, -3, -1, -4, -3, -3, -2]"
guntur,-2.4,1.0,"[-4, -2, -1, -3, -4, -3, -1, -2, -3, -1]"
delay,-2.4,1.0,"[-3, -2, -4, -4, -3, -1, -1, -3, -3, 0]"
bangsat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
keretakan,-3.2,1.0,"[-4, -2, -4, -4, -2, -4, -3, -4, -2, -3]"
mengap,-2.4,1.0,"[-2, -2, -3, -4, -2, -2, -3, -2, -3, -1]"
sendirian,-2.4,1.0,"[-2, -2, -2, -3, -2, -2, -1, -3, -4, -3]"
sahara,-1.6,1.0,"[-2, -1, -2, -1, -2, -3, -2, -2, -1, 0]"
mencair,-0.8,1.0,"[0, -2, -2, -2, -1, -2, -1, 1, 1, 0]"
belaka,-0.8,1.0,"[0, -1, -2, -1, -1, -1, -2, 0, 0, 0]"
menggigil,-3.2,1.0,"[-4, -3, -4, -3, -4, -4, -3, -1, -3, -3]"
masalah,-3.2,1.0,"[-4, -3, -3, -3, -3, -4, -3, -3, -2, -4]"
menyogok,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mencelampakkan,-2.4,1.0,"[-1, -3, -1, -3, -2, -3, -3, -4, -3, -1]"
mencuri,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berkecamuk,-3.2,1.0,"[-1, -3, -4, -3, -3, -4, -3, -3, -4, -4]"
cucok,-0.8,1.0,"[-1, 0, 1, -3, 0, -1, -1, -2, -1, 0]"
diancurin,-2.4,1.0,"[-3, -4, -3, -3, 0, -2, -2, -3, -2, -2]"
tersapu,-2.4,1.0,"[-3, -2, -1, -4, -3, -1, -3, -1, -3, -3]"
kapok,-2.4,1.0,"[-2, -4, -3, -2, -1, -2, -2, -4, -2, -2]"
gabaik,-2.4,1.0,"[-2, -1, -3, -3, -4, -3, -2, -1, -3, -2]"
mencocok,-2.4,1.0,"[-2, -3, -2, -4, -3, -2, -2, -2, -2, -2]"
bercekak,-2.4,1.0,"[-2, -2, -1, -4, -3, -4, -2, -4, -3, 1]"
bogum,-2.4,1.0,"[-4, -3, -1, -2, -2, -4, -2, -2, -2, -2]"
majikan,-2.4,1.0,"[-2, -2, -2, -4, -1, -2, -3, -3, -4, -1]"
igauan,-2.4,1.0,"[-4, 0, -4, -1, -3, -2, -4, 0, -3, -3]"
stres,-3.2,1.0,"[-4, -4, -3, -3, -3, -3, -2, -3, -3, -4]"
bualan,-3.2,1.0,"[-4, -4, -4, -1, -3, -4, -4, -4, -2, -2]"
menghempas,-3.2,1.0,"[-4, -1, -3, -4, -4, -3, -3, -2, -4, -4]"
dipamerin,-2.4,1.0,"[-2, -3, -3, -3, -3, -1, -3, -2, -2, -2]"
teraniaya,-3.2,1.0,"[-3, -4, -2, -3, -4, -3, -4, -2, -4, -3]"
beling,-0.8,1.0,"[-1, 0, -1, -1, -2, 0, -1, -1, 1, -2]"
kesucian,-0.8,1.0,"[0, -1, 0, -2, 0, -2, -1, 1, -1, -2]"
cubit,-2.4,1.0,"[-4, -2, -3, -1, -1, -2, -2, -4, -2, -3]"
bobol,-3.2,1.0,"[-3, -4, -2, -3, -3, -4, -4, -3, -2, -4]"
pipis,-1.6,1.0,"[-1, -2, 0, -1, -3, -4, 0, -2, -3, 0]"
lirih,-2.4,1.0,"[-3, -1, -2, -3, -2, -3, -4, -2, -1, -3]"
rewel,-3.2,1.0,"[-3, -3, -4, -3, -3, -2, -4, -2, -4, -4]"
amit,-3.2,1.0,"[-2, -4, -4, -4, -4, -3, -1, -3, -3, -4]"
nyampah,-3.2,1.0,"[-3, -3, -4, -3, -3, -2, -4, -2, -4, -4]"
depresi,-3.2,1.0,"[-3, -3, -4, -1, -2, -3, -4, -4, -4, -4]"
dukacita,-2.4,1.0,"[-3, -3, -1, 1, -4, -3, -2, -3, -4, -2]"
hembus,-2.4,1.0,"[-3, 0, -1, -2, -4, -2, -3, -2, -3, -4]"
boker,-2.4,1.0,"[-3, -1, -3, -3, -2, -2, -4, -1, -3, -2]"
rokok,-2.4,1.0,"[-1, -3, -1, -4, -2, -2, -1, -4, -4, -2]"
membanjiri,-2.4,1.0,"[-2, -3, -3, -3, -4, -2, -2, -3, 0, -2]"
berdarah dingin,-3.2,1.0,"[-2, -2, -4, -3, -4, -4, -2, -4, -3, -4]"
manjaan,-2.4,1.0,"[-3, -3, -3, -1, -2, 0, -3, -2, -3, -4]"
merogoh,-2.4,1.0,"[-3, -3, -4, -3, -1, -4, -1, -2, -2, -1]"
merogok,-2.4,1.0,"[-4, -3, -1, -3, -3, -1, -3, -3, 0, -3]"
ditidurin,-3.2,1.0,"[-4, -3, -3, -4, -4, -3, -4, -2, -3, -2]"
rosak,-2.4,1.0,"[-2, -3, -1, -2, -2, -4, -2, -2, -3, -3]"
santet,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bergejolak,-2.4,1.0,"[-2, -3, -1, -3, -2, -3, -4, -2, -1, -3]"
dilema,-2.4,1.0,"[-2, -4, -4, -2, -2, -3, -3, -2, -3, 1]"
apek,-3.2,1.0,"[-3, -4, -3, -4, -4, -2, -2, -3, -3, -4]"
gabutuh,-2.4,1.0,"[-2, -2, -2, -3, -2, -1, -3, -4, -2, -3]"
kejam,-3.2,1.0,"[-3, -2, -4, -2, -4, -3, -4, -3, -3, -4]"
menyerah,-3.2,1.0,"[-3, -4, -4, -3, -3, -4, -4, -1, -2, -4]"
kesenduan,-1.6,1.0,"[-3, -2, -1, -1, -2, -3, -1, -1, -1, -1]"
penjelmaan,-2.4,1.0,"[-2, -3, -3, -3, -3, -2, -1, -4, -1, -2]"
konsekuensi,-2.4,1.0,"[-1, -4, -3, -3, -2, -3, -2, -3, -2, -1]"
lapang hati,-0.8,1.0,"[-2, -1, -1, 0, -2, 0, -1, -1, 1, -1]"
pajak,-2.4,1.0,"[-2, -2, -2, -3, -3, -3, -3, -1, -3, -2]"
yodah,-1.6,1.0,"[0, -1, -3, -4, -2, 0, -2, -2, -1, -1]"
gagal,-3.2,1.0,"[-4, -1, -4, -4, -4, -3, -3, -2, -4, -3]"
menyisihkan,-1.6,1.0,"[-1, -1, -1, 0, -2, -1, -3, -3, -2, -2]"
terajam,-3.2,1.0,"[-3, -2, -2, -4, -3, -3, -4, -4, -3, -4]"
tkde,-0.8,1.0,"[1, 0, -2, -2, -2, 0, 0, 1, -3, -1]"
berseberangan,-2.4,1.0,"[-1, -1, -2, -2, -2, -2, -3, -4, -4, -3]"
banyol,-2.4,1.0,"[-4, -3, -1, -3, -3, -1, -3, -2, -2, -2]"
kesayuan,-1.6,1.0,"[-2, -3, -2, 0, 1, -4, -1, 0, -3, -2]"
bermusuhan,-3.2,1.0,"[-3, -4, -2, -3, -4, -3, -3, -4, -4, -2]"
pelosok,-2.4,1.0,"[-1, -3, -1, -3, -2, -2, -4, -2, -3, -3]"
anjeng,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pending,-2.4,1.0,"[-3, -2, -2, -2, -3, -3, -2, -3, -2, -2]"
cry,-2.4,1.0,"[-1, -4, -3, -3, -1, -1, -2, -3, -3, -3]"
mules,-3.2,1.0,"[-1, -3, -4, -4, -2, -2, -4, -4, -4, -4]"
berketar-ketar,-2.4,1.0,"[-3, -4, -3, -3, -3, -3, -2, -2, -2, 1]"
komplikasi,-2.4,1.0,"[-4, -3, -1, -1, -2, -2, -3, -2, -2, -4]"
persoalan,-2.4,1.0,"[0, -4, -2, -3, -3, -4, -2, -4, -2, 0]"
isukan,-0.8,1.0,"[-1, -1, -2, -1, -1, -1, 0, 0, -1, 0]"
anjis,-0.8,1.0,"[-1, -1, -1, -2, -2, 2, 0, -1, -1, -1]"
melet,-2.4,1.0,"[-3, -4, -1, -2, -1, -2, -4, -1, -3, -3]"
taik,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
buta hati,-3.2,1.0,"[-4, -2, -3, -3, -4, -3, -3, -3, -4, -3]"
kantong tipis,-3.2,1.0,"[-4, -3, -2, -2, -4, -4, -4, -4, -3, -2]"
hilaf,-3.2,1.0,"[-3, -3, -3, -4, -2, -4, -1, -4, -4, -4]"
ex,-0.8,1.0,"[2, -1, -1, 0, -2, -2, -1, 0, -2, -1]"
anjg,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ngeles,-2.4,1.0,"[-3, -2, -2, -2, -2, -3, -4, 0, -3, -3]"
godaan,-2.4,1.0,"[-4, -3, -3, -1, -2, -1, -2, -3, -3, -2]"
murung,-3.2,1.0,"[-2, -3, -4, -4, -3, -4, -3, -3, -3, -3]"
jutekin,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berkelok-kelok,-1.6,1.0,"[0, -2, -2, -2, -1, -3, -1, 0, -2, -3]"
huhuu,-3.2,1.0,"[-2, -4, -2, -3, -3, -4, -3, -3, -4, -4]"
belenggu,-2.4,1.0,"[-2, -3, -3, -3, -2, -3, -2, -2, -2, -2]"
merebak,-2.4,1.0,"[-1, -3, -3, -3, -4, -2, -2, -2, -1, -3]"
meledak,-3.2,1.0,"[-3, -3, -4, -2, -4, -4, -4, -3, -2, -3]"
hayoloh,-2.4,1.0,"[-3, -3, -4, -2, -4, -2, -2, -2, 0, -2]"
melembung,-2.4,1.0,"[-3, -1, -2, -3, -4, -2, -3, -1, -4, -1]"
mengecerkan,-1.6,1.0,"[-1, -2, 0, -2, -2, -3, -2, -1, -2, -1]"
bagal,-2.4,1.0,"[-2, -3, -3, -4, -3, -2, 0, -4, -2, -1]"
anjlok,-3.2,1.0,"[-4, -3, -4, -2, -3, -4, -3, -3, -3, -3]"
haters,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
gosah,-2.4,1.0,"[-4, -3, -3, -2, -2, -3, -2, -2, -1, -2]"
bandar,-3.2,1.0,"[-4, -4, -3, -1, -4, -4, -1, -4, -3, -4]"
berdosa,-3.2,1.0,"[-4, -3, -3, -4, -4, -3, -3, -4, -2, -2]"
gonggongan (anjing),-2.4,1.0,"[-4, -2, -3, -3, -1, -2, -2, -3, -1, -3]"
kgk,-2.4,1.0,"[-3, -2, -2, -3, -3, -4, -1, -1, -2, -3]"
nyiksa,-3.2,1.0,"[-4, -3, -2, -2, -3, -4, -3, -4, -3, -4]"
maho,-3.2,1.0,"[-4, -2, -3, -4, -3, -3, -4, -2, -3, -4]"
compeng,-3.2,1.0,"[-4, -2, -4, -3, -2, -4, -3, -4, -3, -3]"
ciplak,-2.4,1.0,"[-2, -2, -2, -3, -3, -3, -3, -4, 0, -2]"
mengalah,-1.6,1.0,"[-2, -3, -1, -2, 0, -3, -1, -1, -2, -1]"
cabul,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berkurangan,-2.4,1.0,"[-3, -3, 0, -3, -4, -2, -1, -3, -1, -4]"
gelagap,-1.6,1.0,"[-2, -1, -1, -2, -1, -3, -1, -2, -1, -2]"
pengganggu,-3.2,1.0,"[-2, -3, -3, -4, -3, -4, -2, -4, -3, -4]"
gembul,-2.4,1.0,"[-2, -2, -2, -2, -3, -2, -3, -2, -2, -4]"
betina,-1.6,1.0,"[-2, 1, -1, -1, -2, -4, -2, 1, -2, -4]"
konyol,-2.4,1.0,"[-3, -3, -4, -2, -3, -2, -2, -1, -1, -3]"
cengeng,-3.2,1.0,"[-3, -3, -3, -3, -4, -4, -2, -3, -3, -4]"
beraduk,-2.4,1.0,"[-3, -2, -4, -2, -1, -3, -3, -2, -2, -2]"
ngancem,-3.2,1.0,"[-3, -2, -3, -4, -4, -4, -2, -2, -4, -4]"
elak,-2.4,1.0,"[-3, -2, -3, -3, -4, 0, -2, -3, -1, -3]"
murahan,-3.2,1.0,"[-3, -3, -4, -4, -2, -3, -2, -4, -4, -3]"
pedofil,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
sebarang,-1.6,1.0,"[-3, -2, -1, -3, -1, -2, -2, -1, 1, -2]"
ngetawain,-3.2,1.0,"[-3, -3, -4, -2, -4, -4, -4, -2, -3, -3]"
ragu,-2.4,1.0,"[-2, -3, -3, -2, -2, -3, -3, -1, -3, -2]"
gone,-1.6,1.0,"[0, -2, -4, -2, -1, -2, -1, -1, 0, -3]"
pedih,-3.2,1.0,"[-3, -2, -3, -3, -2, -4, -4, -4, -4, -3]"
suudzon,-3.2,1.0,"[-4, -3, -4, -4, -2, -4, -2, -4, -2, -3]"
pencucuk,-2.4,1.0,"[-2, -3, -3, -2, -2, -2, -2, -3, -3, -2]"
golek,-0.8,1.0,"[-1, -1, 0, -1, 0, -2, -1, 1, -2, -1]"
diare,-3.2,1.0,"[-4, -4, -3, -4, -3, -4, -3, -3, -2, -2]"
berlelehan,-2.4,1.0,"[-4, -3, -2, -1, -1, -1, -4, -3, -1, -4]"
berat telinga,-2.4,1.0,"[-2, -3, -1, -2, -1, -4, -2, -2, -3, -4]"
mengada,-2.4,1.0,"[-1, -2, -3, -1, -2, -3, -3, -3, -2, -4]"
mendingan,-2.4,1.0,"[-4, -1, -1, -1, -3, -4, -3, -1, -3, -3]"
ngestalk,-3.2,1.0,"[-4, -3, -3, -3, -2, -4, -3, -3, -4, -3]"
begitu saja,-1.6,1.0,"[-2, -1, -1, -2, -2, -3, -2, -1, -1, -1]"
bersatu,-0.8,1.0,"[1, 0, -2, -1, 0, 1, -2, -1, -1, -3]"
faedahnya,-0.8,1.0,"[0, -1, -1, -2, -3, 0, 0, 0, 0, -1]"
petaka,-3.2,1.0,"[-3, -4, -3, -3, -2, -3, -3, -4, -4, -3]"
jatohnya,-0.8,1.0,"[0, -3, 0, -2, -1, 0, 1, 0, -3, 0]"
terpelecok,-2.4,1.0,"[-1, -3, -2, -1, -3, -4, -3, -3, -2, -2]"
benguk,-1.6,1.0,"[-1, -2, -2, -2, -2, 1, -2, -3, -2, -1]"
semangatin,-0.8,1.0,"[0, -1, 0, 0, -1, -4, 0, -2, -1, 1]"
ringkih,-3.2,1.0,"[-3, -4, -3, -3, -3, -4, -2, -3, -4, -3]"
timpa,-2.4,1.0,"[-3, -4, -2, -1, -3, -3, -2, -2, -1, -3]"
sunu,-1.6,1.0,"[-3, -1, -3, -3, 1, 1, -2, 0, -3, -3]"
tunggang,-0.8,1.0,"[-1, -1, -1, 0, 0, -1, -2, -1, 1, -2]"
kata,-0.8,1.0,"[-2, 1, 0, -1, -2, 1, -1, -1, -1, -2]"
guling,-2.4,1.0,"[-3, -4, -2, -2, -2, -3, -3, -2, -1, -2]"
singkir,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
damprat,-3.2,1.0,"[-3, -4, -2, -4, -4, -2, -3, -4, -3, -3]"
ingkar,-3.2,1.0,"[-3, -4, -4, -2, -4, -3, -3, -2, -3, -4]"
aur,-2.4,1.0,"[-3, -2, -3, -2, -1, -3, -2, -2, -3, -3]"
adang,-2.4,1.0,"[-3, -3, -2, -2, -3, -2, -2, -3, -3, -1]"
rem,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
jelek,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pencet,-1.6,1.0,"[-2, -2, 0, -1, -2, 0, -2, -2, -3, -2]"
perkara,-3.2,1.0,"[-4, -2, -3, -3, -4, -3, -2, -3, -4, -4]"
anggur,-3.2,1.0,"[-3, -2, -4, -3, -2, -4, -2, -4, -4, -4]"
darah dingin,-3.2,1.0,"[-3, -3, -2, -4, -2, -4, -3, -3, -4, -4]"
remuk,-3.2,1.0,"[-4, -4, -4, -4, -2, -4, -3, -2, -2, -3]"
tangkap tangan,-3.2,1.0,"[-3, -4, -4, -1, -3, -3, -4, -4, -4, -2]"
khianat,-3.2,1.0,"[-4, -4, -4, -3, -2, -3, -3, -4, -3, -2]"
kutil,-3.2,1.0,"[-3, -3, -4, -4, -3, -3, -4, -2, -3, -3]"
kelakar,-3.2,1.0,"[-3, -4, -4, -3, -1, -3, -4, -3, -3, -4]"
renti,-2.4,1.0,"[-4, -3, -2, -3, -3, -1, -1, -1, -3, -3]"
cecer,-2.4,1.0,"[-1, -4, -2, -3, -2, -2, -3, -2, -4, -1]"
poko,-1.6,1.0,"[-2, 0, -1, -3, -2, -2, -2, -2, -1, -1]"
belah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
nang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
usil,-2.4,1.0,"[-3, -3, -2, -2, -2, -4, -2, -2, -3, -1]"
usir,-3.2,1.0,"[-4, -1, -4, -3, -4, -3, -3, -3, -4, -3]"
hidu,-0.8,1.0,"[-1, -3, 0, -2, 0, -1, 0, -1, 0, 0]"
buang nyawa,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
sapu,-2.4,1.0,"[-4, -2, -2, -3, -2, -3, 0, -2, -3, -3]"
otot,-3.2,1.0,"[-4, -4, -3, -2, -4, -3, -1, -4, -3, -4]"
cela,-3.2,1.0,"[-4, -4, -3, -3, -3, -2, -4, -4, -2, -3]"
jahat,-3.2,1.0,"[-3, -3, -2, -4, -2, -4, -4, -2, -4, -4]"
mula,-2.4,1.0,"[-3, 0, -1, -2, -4, -2, -3, -3, -4, -2]"
palit,-2.4,1.0,"[-2, -2, -3, -2, -2, -3, -2, -3, -3, -2]"
keluar,-2.4,1.0,"[-2, -3, -2, -3, -3, -3, -1, -3, -3, -1]"
tamat riwayat,-2.4,1.0,"[-3, -1, -3, -1, -2, -3, -3, -2, -4, -2]"
selusur,-2.4,1.0,"[-2, -2, -3, -2, -3, -4, -2, -2, -3, -1]"
celampak,-2.4,1.0,"[-2, -1, -3, -2, -3, -3, -2, -3, -3, -2]"
sentuh asa,-0.8,1.0,"[-1, 1, -1, 0, 0, 0, 0, -2, -4, -1]"
cengkerama,-1.6,1.0,"[-2, -4, -1, -2, -3, -1, -1, 0, -1, -1]"
tau,-3.2,1.0,"[-4, -2, -4, -2, -3, -3, -3, -4, -3, -4]"
curat,-0.8,1.0,"[1, 0, -2, -1, 0, -1, -1, -1, -2, -1]"
masuk,-2.4,1.0,"[-4, -4, -3, -3, 0, 0, 0, -4, -2, -4]"
kayak,-2.4,1.0,"[0, -3, -1, -4, -3, -3, -3, -1, -3, -3]"
buruk,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pihak,-2.4,1.0,"[-2, -1, -2, -3, -3, -4, -2, -4, -3, 0]"
apa,-2.4,1.0,"[-2, -4, -3, -2, -3, -3, -2, -2, -1, -2]"
cebik,-2.4,1.0,"[-3, -1, -3, -4, -3, -2, -3, -3, -1, -1]"
kesi,-2.4,1.0,"[-2, -1, -3, -3, -2, -3, -4, 0, -4, -2]"
anda,-0.8,1.0,"[-1, 0, 0, 0, -1, -2, -1, -1, 0, -2]"
ekspos,-3.2,1.0,"[-4, -3, -3, -3, -3, -3, -2, -3, -4, -4]"
lutut,-1.6,1.0,"[0, -1, -2, -1, -3, -1, -2, -2, -2, -2]"
dalih,-3.2,1.0,"[-4, -4, -2, -4, -3, -2, -3, -3, -4, -3]"
hilang ingat,-3.2,1.0,"[-1, -3, -4, -3, -4, -3, -4, -3, -3, -4]"
desir,-1.6,1.0,"[-1, -3, -1, -2, -1, -2, -2, 0, -1, -3]"
kusut,-3.2,1.0,"[-3, -3, -2, -4, -2, -3, -3, -4, -4, -4]"
wara,-2.4,1.0,"[-3, -2, -4, -2, -4, -1, -3, -1, -2, -2]"
keruh,-3.2,1.0,"[-2, -3, -4, -3, -3, -4, -3, -4, -3, -3]"
sengal,-3.2,1.0,"[-4, -3, -2, -3, -4, -1, -4, -4, -3, -4]"
kerumit,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
tugas,-0.8,1.0,"[-2, -1, -2, 0, 0, 1, -1, -3, 0, 0]"
salah,-3.2,1.0,"[-4, -4, -2, -3, -4, -1, -4, -2, -4, -4]"
sekongkol,-3.2,1.0,"[-3, -3, -4, -4, -2, -4, -4, -4, -2, -2]"
ancam,-3.2,1.0,"[-3, -3, -3, -4, -2, -4, -2, -3, -4, -4]"
ganggu jiwa,-3.2,1.0,"[-3, -3, -4, -4, -2, -3, -3, -4, -2, -4]"
kerut,-1.6,1.0,"[-1, -1, -4, -1, 0, -2, -2, -1, -3, -1]"
uar,-2.4,1.0,"[-2, -3, -2, -1, -4, -2, -1, -4, -2, -3]"
sanding,-1.6,1.0,"[-1, -2, -3, -1, -2, -1, -2, -2, -1, -1]"
tantang,-3.2,1.0,"[-4, -4, -1, -2, -4, -2, -4, -4, -3, -4]"
dengu,-2.4,1.0,"[-4, -2, -1, -3, -3, -3, -2, -1, -3, -2]"
loloh,-2.4,1.0,"[-3, -2, -3, -2, -1, -3, -3, -1, -3, -3]"
mungkin,-0.8,1.0,"[-1, -1, -2, 1, -1, -1, -1, -1, 0, -1]"
peleset,-3.2,1.0,"[-2, -2, -4, -4, -4, -4, -2, -4, -3, -3]"
kecil,-2.4,1.0,"[-3, -3, -4, -3, -2, -2, 0, -1, -2, -4]"
jepit,-3.2,1.0,"[-3, -3, -2, -4, -3, -3, -3, -3, -4, -4]"
gulir,-2.4,1.0,"[-2, -2, -3, -3, -2, -2, -2, -2, -3, -3]"
panik,-3.2,1.0,"[-4, -4, -2, -3, -4, -4, -3, -3, -4, -1]"
