no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words,filtered_tokens,filtered_word_scores
10869,2019-12-26T03:48:27.000Z,Assalamu alaikum wr wb Jambi barat kami datang lagi Kerja nyata membangun Negeri Jambi Reses Anggota F PAN DPR RI DPRD Provinsi Jambi dan DPRD Kab Merangin Bapak H BAKRI Anggota F PAN DPR RI Komisi V yang,assalamu alaikum wr wb jambi barat kami datang lagi kerja nyata membangun negeri jambi reses anggota f KAPAN DPR RI DPRD provinsi jambi dan DPRD kab merangin bapak h BAKRI anggota f KAPAN DPR RI komisi v yang,0.8,0.2,0.447213595499958,positive,"['assalamu', 'alaikum', 'wr', 'wb', 'jambi', 'barat', 'kami', 'datang', 'lagi', 'kerja', 'nyata', 'membangun', 'negeri', 'jambi', 'reses', 'anggota', 'f', 'KAPAN', 'DPR', 'RI', 'DPRD', 'provinsi', 'jambi', 'dan', 'DPRD', 'kab', 'merangin', 'bapak', 'h', 'BAKRI', 'anggota', 'f', 'KAPAN', 'DPR', 'RI', 'komisi', 'v', 'yang']","['alaikum', 'barat', 'datang', 'lagi', 'kerja', 'nyata', 'negeri', 'reses', 'anggota', 'DPR', 'RI', 'DPRD', 'provinsi', 'DPRD', 'kab', 'bapak', 'anggota', 'DPR', 'RI', 'komisi', 'v']","['assalamu', 'wr', 'wb', 'jambi', 'kami', 'membangun', 'jambi', 'f', 'KAPAN', 'jambi', 'dan', 'merangin', 'h', 'BAKRI', 'f', 'KAPAN']","['assalamu', 'alaikum', 'wr', 'wb', 'jambi', 'barat', 'datang', 'lagi', 'kerja', 'nyata', 'membangun', 'negeri', 'jambi', 'reses', 'f', 'KAPAN', 'DPRD', 'provinsi', 'jambi', 'DPRD', 'kab', 'merangin', 'bapak', 'h', 'BAKRI', 'f', 'KAPAN', 'v']","[{'word': 'assalamu', 'score': 0.0, 'matched': False}, {'word': 'alaikum', 'score': 1.6, 'matched': True}, {'word': 'wr', 'score': 0.0, 'matched': False}, {'word': 'wb', 'score': 0.0, 'matched': False}, {'word': 'jambi', 'score': 0.0, 'matched': False}, {'word': 'barat', 'score': 0.0, 'matched': True}, {'word': 'datang', 'score': -3.2, 'matched': True}, {'word': 'lagi', 'score': -2.4000000000000004, 'matched': True}, {'word': 'kerja', 'score': 1.6, 'matched': True}, {'word': 'nyata', 'score': 3.2, 'matched': True}, {'word': 'membangun', 'score': 0.0, 'matched': False}, {'word': 'negeri', 'score': 0.0, 'matched': True}, {'word': 'jambi', 'score': 0.0, 'matched': False}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'f', 'score': 0.0, 'matched': False}, {'word': 'KAPAN', 'score': 0.0, 'matched': False}, {'word': 'DPRD', 'score': 0.0, 'matched': True}, {'word': 'provinsi', 'score': 0.0, 'matched': True}, {'word': 'jambi', 'score': 0.0, 'matched': False}, {'word': 'DPRD', 'score': 0.0, 'matched': True}, {'word': 'kab', 'score': 0.0, 'matched': True}, {'word': 'merangin', 'score': 0.0, 'matched': False}, {'word': 'bapak', 'score': 0.0, 'matched': True}, {'word': 'h', 'score': 0.0, 'matched': False}, {'word': 'BAKRI', 'score': 0.0, 'matched': False}, {'word': 'f', 'score': 0.0, 'matched': False}, {'word': 'KAPAN', 'score': 0.0, 'matched': False}, {'word': 'v', 'score': 0.0, 'matched': True}]"
10874,2019-12-25T16:58:55.000Z,Reses Anggota F PKB DPR RI mendengar menyerap Aspirasi PUMR,reses anggota f PKB DPR RI mendengar menyerap aspirasi PUMR,0.8,0.2,0.447213595499958,positive,"['reses', 'anggota', 'f', 'PKB', 'DPR', 'RI', 'mendengar', 'menyerap', 'aspirasi', 'PUMR']","['reses', 'anggota', 'PKB', 'DPR', 'RI', 'menyerap', 'aspirasi']","['f', 'mendengar', 'PUMR']","['reses', 'f', 'PKB', 'mendengar', 'menyerap', 'aspirasi', 'PUMR']","[{'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'f', 'score': 0.0, 'matched': False}, {'word': 'PKB', 'score': 0.0, 'matched': True}, {'word': 'mendengar', 'score': 0.0, 'matched': False}, {'word': 'menyerap', 'score': 0.0, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'PUMR', 'score': 0.0, 'matched': False}]"
10887,2019-12-25T07:30:50.000Z,Anggota Fraksi PKS DPR RI Rofiq Hananto didampingi oleh Anggota DPRD FPKS Kab Kebumen dan BPH DPD PKS Kebumen bersilaturahmi dengan Bupati Kebumen Bapak Ir H Mohammad Yahya Fuad SE di Komplek Pendopo Bupati Kebumen fraksipksdprri reses,anggota fraksi PKS DPR RI rofiq hananto didampingi oleh anggota DPRD FPKS kab kebumen dan BPH DPD PKS kebumen bersilaturahmi dengan bupati kebumen bapak ir h mohammad yahya fuad SE di komplek pendopo bupati kebumen fraksipksdprri reses,0.4,0.1,0.5477225575051662,positive,"['anggota', 'fraksi', 'PKS', 'DPR', 'RI', 'rofiq', 'hananto', 'didampingi', 'oleh', 'anggota', 'DPRD', 'FPKS', 'kab', 'kebumen', 'dan', 'BPH', 'DPD', 'PKS', 'kebumen', 'bersilaturahmi', 'dengan', 'bupati', 'kebumen', 'bapak', 'ir', 'h', 'mohammad', 'yahya', 'fuad', 'SE', 'di', 'komplek', 'pendopo', 'bupati', 'kebumen', 'fraksipksdprri', 'reses']","['anggota', 'fraksi', 'PKS', 'DPR', 'RI', 'anggota', 'DPRD', 'kab', 'BPH', 'DPD', 'PKS', 'bupati', 'bapak', 'bupati', 'fraksipksdprri', 'reses']","['rofiq', 'hananto', 'didampingi', 'FPKS', 'kebumen', 'dan', 'kebumen', 'bersilaturahmi', 'dengan', 'kebumen', 'ir', 'h', 'mohammad', 'yahya', 'fuad', 'SE', 'di', 'komplek', 'pendopo', 'kebumen']","['PKS', 'rofiq', 'hananto', 'didampingi', 'DPRD', 'FPKS', 'kab', 'kebumen', 'BPH', 'DPD', 'PKS', 'kebumen', 'bersilaturahmi', 'bupati', 'kebumen', 'bapak', 'ir', 'h', 'mohammad', 'yahya', 'fuad', 'SE', 'komplek', 'pendopo', 'bupati', 'kebumen', 'fraksipksdprri', 'reses']","[{'word': 'PKS', 'score': 0.0, 'matched': True}, {'word': 'rofiq', 'score': 0.0, 'matched': False}, {'word': 'hananto', 'score': 0.0, 'matched': False}, {'word': 'didampingi', 'score': 0.0, 'matched': False}, {'word': 'DPRD', 'score': 0.0, 'matched': True}, {'word': 'FPKS', 'score': 0.0, 'matched': False}, {'word': 'kab', 'score': 0.0, 'matched': True}, {'word': 'kebumen', 'score': 0.0, 'matched': False}, {'word': 'BPH', 'score': 0.0, 'matched': True}, {'word': 'DPD', 'score': 0.0, 'matched': True}, {'word': 'PKS', 'score': 0.0, 'matched': True}, {'word': 'kebumen', 'score': 0.0, 'matched': False}, {'word': 'bersilaturahmi', 'score': 0.0, 'matched': False}, {'word': 'bupati', 'score': 0.0, 'matched': True}, {'word': 'kebumen', 'score': 0.0, 'matched': False}, {'word': 'bapak', 'score': 0.0, 'matched': True}, {'word': 'ir', 'score': 0.0, 'matched': False}, {'word': 'h', 'score': 0.0, 'matched': False}, {'word': 'mohammad', 'score': 0.0, 'matched': False}, {'word': 'yahya', 'score': 0.0, 'matched': False}, {'word': 'fuad', 'score': 0.0, 'matched': False}, {'word': 'SE', 'score': 0.0, 'matched': False}, {'word': 'komplek', 'score': 0.0, 'matched': False}, {'word': 'pendopo', 'score': 0.0, 'matched': False}, {'word': 'bupati', 'score': 0.0, 'matched': True}, {'word': 'kebumen', 'score': 0.0, 'matched': False}, {'word': 'fraksipksdprri', 'score': 0.0, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}]"
10903,2019-12-24T03:09:41.000Z,Anggota Fraksi NasDem DPR RI Satori melaksanakan kegiatan reses dengan mengunjungi Pesantren Jamiyyatut Tholibin di desa Babakan Ciwaringin Cirebon Jawa Barat Senin Selengkapnya NasDemAntiMahar,anggota fraksi nasdem DPR RI satori melaksanakan kegiatan reses dengan mengunjungi pesantren jamiyyatut tholibin di desa babakan ciwaringin cirebon jawa barat senin selengkapnya nasdemantimahar,0.8,0.2,0.447213595499958,positive,"['anggota', 'fraksi', 'nasdem', 'DPR', 'RI', 'satori', 'melaksanakan', 'kegiatan', 'reses', 'dengan', 'mengunjungi', 'pesantren', 'jamiyyatut', 'tholibin', 'di', 'desa', 'babakan', 'ciwaringin', 'cirebon', 'jawa', 'barat', 'senin', 'selengkapnya', 'nasdemantimahar']","['anggota', 'fraksi', 'nasdem', 'DPR', 'RI', 'melaksanakan', 'kegiatan', 'reses', 'mengunjungi', 'pesantren', 'desa', 'cirebon', 'jawa', 'barat', 'senin', 'selengkapnya', 'nasdemantimahar']","['satori', 'dengan', 'jamiyyatut', 'tholibin', 'di', 'babakan', 'ciwaringin']","['nasdem', 'satori', 'melaksanakan', 'kegiatan', 'reses', 'mengunjungi', 'pesantren', 'jamiyyatut', 'tholibin', 'desa', 'babakan', 'ciwaringin', 'cirebon', 'jawa', 'barat', 'senin', 'selengkapnya', 'nasdemantimahar']","[{'word': 'nasdem', 'score': 0.0, 'matched': True}, {'word': 'satori', 'score': 0.0, 'matched': False}, {'word': 'melaksanakan', 'score': 0.0, 'matched': True}, {'word': 'kegiatan', 'score': 0.0, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'mengunjungi', 'score': 0.0, 'matched': True}, {'word': 'pesantren', 'score': 0.0, 'matched': True}, {'word': 'jamiyyatut', 'score': 0.0, 'matched': False}, {'word': 'tholibin', 'score': 0.0, 'matched': False}, {'word': 'desa', 'score': 0.0, 'matched': True}, {'word': 'babakan', 'score': 0.0, 'matched': False}, {'word': 'ciwaringin', 'score': 0.0, 'matched': False}, {'word': 'cirebon', 'score': 0.0, 'matched': True}, {'word': 'jawa', 'score': 0.0, 'matched': True}, {'word': 'barat', 'score': 0.0, 'matched': True}, {'word': 'senin', 'score': 0.0, 'matched': True}, {'word': 'selengkapnya', 'score': 0.8, 'matched': True}, {'word': 'nasdemantimahar', 'score': -0.8, 'matched': True}]"
10919,2019-12-23T12:06:26.000Z,titiknya jangan jangan Fiktif? Jd ga bisa di datangi Kalo adapun membuktikan Anggota DPR nya males dengerin aspirasi Rakyat sisa waktunya buat piknik,titiknya jangan jangan fiktif ? jadi tidak bisa di datangi jika adapun membuktikan anggota DPR nya malas mendengarkan aspirasi rakyat sisa waktunya buat piknik,-3.6,-0.9,0.8944271909999161,negative,"['titiknya', 'jangan', 'jangan', 'fiktif', '?', 'jadi', 'tidak', 'bisa', 'di', 'datangi', 'jika', 'adapun', 'membuktikan', 'anggota', 'DPR', 'nya', 'malas', 'mendengarkan', 'aspirasi', 'rakyat', 'sisa', 'waktunya', 'buat', 'piknik']","['fiktif', 'jadi', 'datangi', 'membuktikan', 'anggota', 'DPR', 'malas', 'mendengarkan', 'aspirasi', 'rakyat', 'sisa', 'buat']","['titiknya', '?', 'bisa', 'di', 'jika', 'adapun', 'nya', 'waktunya', 'piknik']","['titiknya', 'jangan', 'jangan', 'fiktif', '?', 'jadi', 'tidak', 'bisa', 'datangi', 'adapun', 'membuktikan', 'nya', 'malas', 'mendengarkan', 'aspirasi', 'rakyat', 'sisa', 'waktunya', 'buat', 'piknik']","[{'word': 'titiknya', 'score': 0.0, 'matched': False}, {'word': 'jangan', 'score': -2.4000000000000004, 'matched': True}, {'word': 'jangan', 'score': -2.4000000000000004, 'matched': True}, {'word': 'fiktif', 'score': -1.6, 'matched': True}, {'word': '?', 'score': 0.0, 'matched': False}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'bisa', 'score': 0.0, 'matched': False}, {'word': 'datangi', 'score': 0.0, 'matched': True}, {'word': 'adapun', 'score': 0.0, 'matched': False}, {'word': 'membuktikan', 'score': -3.2, 'matched': True}, {'word': 'nya', 'score': 0.0, 'matched': False}, {'word': 'malas', 'score': -3.2, 'matched': True}, {'word': 'mendengarkan', 'score': 0.0, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'sisa', 'score': -3.2, 'matched': True}, {'word': 'waktunya', 'score': 0.0, 'matched': False}, {'word': 'buat', 'score': 0.8, 'matched': True}, {'word': 'piknik', 'score': 0.0, 'matched': False}]"
10940,2019-12-22T10:54:06.000Z,Ini tugas anggota saat reses ya?,ini tugas anggota saat reses ya ?,-0.6,-0.15,0.5477225575051662,negative,"['ini', 'tugas', 'anggota', 'saat', 'reses', 'ya', '?']","['tugas', 'anggota', 'reses']","['ini', 'saat', '?']","['tugas', 'saat', 'reses', '?']","[{'word': 'tugas', 'score': -0.8, 'matched': True}, {'word': 'saat', 'score': 0.0, 'matched': False}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': '?', 'score': 0.0, 'matched': False}]"
10943,2019-12-22T06:57:41.000Z,Anggota DPR Aceh Salihin F PKB melaksanakan Reses II Tahun ke Daerah Pemilihan IV Kabupaten Aceh Tengah dan Bener Meriah resesdpra acehtengah benermeriah,anggota DPR aceh salihin f PKB melaksanakan reses II tahun ke daerah pemilihan IV kabupaten aceh tengah dan benar meriah resesdpra acehtengah benermeriah,0.0,0.0,0.0,neutral,"['anggota', 'DPR', 'aceh', 'salihin', 'f', 'PKB', 'melaksanakan', 'reses', 'II', 'tahun', 'ke', 'daerah', 'pemilihan', 'IV', 'kabupaten', 'aceh', 'tengah', 'dan', 'benar', 'meriah', 'resesdpra', 'acehtengah', 'benermeriah']","['anggota', 'DPR', 'aceh', 'PKB', 'melaksanakan', 'reses', 'II', 'tahun', 'daerah', 'pemilihan', 'IV', 'kabupaten', 'aceh', 'tengah', 'benar', 'meriah', 'resesdpra', 'acehtengah']","['salihin', 'f', 'ke', 'dan', 'benermeriah']","['aceh', 'salihin', 'f', 'PKB', 'melaksanakan', 'reses', 'II', 'tahun', 'pemilihan', 'IV', 'kabupaten', 'aceh', 'tengah', 'benar', 'meriah', 'resesdpra', 'acehtengah', 'benermeriah']","[{'word': 'aceh', 'score': 0.0, 'matched': True}, {'word': 'salihin', 'score': 0.0, 'matched': False}, {'word': 'f', 'score': 0.0, 'matched': False}, {'word': 'PKB', 'score': 0.0, 'matched': True}, {'word': 'melaksanakan', 'score': 0.0, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'pemilihan', 'score': 0.0, 'matched': True}, {'word': 'IV', 'score': 0.0, 'matched': True}, {'word': 'kabupaten', 'score': 0.0, 'matched': True}, {'word': 'aceh', 'score': 0.0, 'matched': True}, {'word': 'tengah', 'score': 1.6, 'matched': True}, {'word': 'benar', 'score': 1.6, 'matched': True}, {'word': 'meriah', 'score': 2.4000000000000004, 'matched': True}, {'word': 'resesdpra', 'score': 0.0, 'matched': True}, {'word': 'acehtengah', 'score': 0.0, 'matched': True}, {'word': 'benermeriah', 'score': 0.0, 'matched': False}]"
10964,2019-12-21T07:25:13.000Z,Tim Komisi III DPR RI Puji Layanan Keimigrasian di TPI Bandara Internasional Juanda SURABAYA Kunjungan kerja dalam rangka reses Komisi III DPR RI masa persidangan I Tahun berlanjut Usai melakukan rapat,tim komisi II DPR RI puji layanan keimigrasian di TETAPI bandara internasional juanda SURABAYA kunjungan kerja dalam rangka reses komisi II DPR RI masa persidangan i tahun berlanjut usai melakukan rapat,1.0,0.25,0.0,positive,"['tim', 'komisi', 'II', 'DPR', 'RI', 'puji', 'layanan', 'keimigrasian', 'di', 'TETAPI', 'bandara', 'internasional', 'juanda', 'SURABAYA', 'kunjungan', 'kerja', 'dalam', 'rangka', 'reses', 'komisi', 'II', 'DPR', 'RI', 'masa', 'persidangan', 'i', 'tahun', 'berlanjut', 'usai', 'melakukan', 'rapat']","['tim', 'komisi', 'II', 'DPR', 'RI', 'puji', 'layanan', 'internasional', 'SURABAYA', 'kunjungan', 'kerja', 'dalam', 'rangka', 'reses', 'komisi', 'II', 'DPR', 'RI', 'masa', 'persidangan', 'i', 'tahun', 'berlanjut', 'usai', 'rapat']","['keimigrasian', 'di', 'TETAPI', 'bandara', 'juanda', 'melakukan']","['tim', 'II', 'puji', 'layanan', 'keimigrasian', 'bandara', 'internasional', 'juanda', 'SURABAYA', 'kunjungan', 'kerja', 'dalam', 'rangka', 'reses', 'II', 'masa', 'i', 'tahun', 'berlanjut', 'usai', 'melakukan']","[{'word': 'tim', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'puji', 'score': 1.2000000000000002, 'matched': True}, {'word': 'layanan', 'score': 2.4000000000000004, 'matched': True}, {'word': 'keimigrasian', 'score': 0.0, 'matched': False}, {'word': 'bandara', 'score': 0.0, 'matched': False}, {'word': 'internasional', 'score': 0.0, 'matched': True}, {'word': 'juanda', 'score': 0.0, 'matched': False}, {'word': 'SURABAYA', 'score': 0.0, 'matched': True}, {'word': 'kunjungan', 'score': 0.0, 'matched': True}, {'word': 'kerja', 'score': 1.6, 'matched': True}, {'word': 'dalam', 'score': 2.4000000000000004, 'matched': True}, {'word': 'rangka', 'score': 0.0, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'berlanjut', 'score': 0.0, 'matched': True}, {'word': 'usai', 'score': 2.4000000000000004, 'matched': True}, {'word': 'melakukan', 'score': 0.0, 'matched': False}]"
11000,2019-12-19T17:53:08.000Z,Dalam rangka Reses II Tahun ke Daerah Pemilihan VII Kabupaten Aceh Tamiang dan Kota Langsa Anggota DPR Aceh H Jauhari Amin SH MH melakukan penyerapan Aspirasi dari warga di Kota Langsa Secara resmi,dalam rangka reses II tahun ke daerah pemilihan VII kabupaten aceh tamiang dan kota langsa anggota DPR aceh h jauhari amin SH MAH melakukan penyerapan aspirasi dari warga di kota langsa secara resmi,0.0,0.0,0.0,neutral,"['dalam', 'rangka', 'reses', 'II', 'tahun', 'ke', 'daerah', 'pemilihan', 'VII', 'kabupaten', 'aceh', 'tamiang', 'dan', 'kota', 'langsa', 'anggota', 'DPR', 'aceh', 'h', 'jauhari', 'amin', 'SH', 'MAH', 'melakukan', 'penyerapan', 'aspirasi', 'dari', 'warga', 'di', 'kota', 'langsa', 'secara', 'resmi']","['dalam', 'rangka', 'reses', 'II', 'tahun', 'daerah', 'pemilihan', 'VII', 'kabupaten', 'aceh', 'kota', 'anggota', 'DPR', 'aceh', 'amin', 'penyerapan', 'aspirasi', 'warga', 'kota', 'resmi']","['ke', 'tamiang', 'dan', 'langsa', 'h', 'jauhari', 'SH', 'MAH', 'melakukan', 'di', 'langsa', 'secara']","['dalam', 'rangka', 'reses', 'II', 'tahun', 'pemilihan', 'VII', 'kabupaten', 'aceh', 'tamiang', 'kota', 'langsa', 'aceh', 'h', 'jauhari', 'amin', 'SH', 'MAH', 'melakukan', 'penyerapan', 'aspirasi', 'warga', 'kota', 'langsa', 'resmi']","[{'word': 'dalam', 'score': 2.4000000000000004, 'matched': True}, {'word': 'rangka', 'score': 0.0, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'pemilihan', 'score': 0.0, 'matched': True}, {'word': 'VII', 'score': 0.0, 'matched': True}, {'word': 'kabupaten', 'score': 0.0, 'matched': True}, {'word': 'aceh', 'score': 0.0, 'matched': True}, {'word': 'tamiang', 'score': 0.0, 'matched': False}, {'word': 'kota', 'score': -0.8, 'matched': True}, {'word': 'langsa', 'score': 0.0, 'matched': False}, {'word': 'aceh', 'score': 0.0, 'matched': True}, {'word': 'h', 'score': 0.0, 'matched': False}, {'word': 'jauhari', 'score': 0.0, 'matched': False}, {'word': 'amin', 'score': 2.4000000000000004, 'matched': True}, {'word': 'SH', 'score': 0.0, 'matched': False}, {'word': 'MAH', 'score': 0.0, 'matched': False}, {'word': 'melakukan', 'score': 0.0, 'matched': False}, {'word': 'penyerapan', 'score': 0.0, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'warga', 'score': 0.0, 'matched': True}, {'word': 'kota', 'score': -0.8, 'matched': True}, {'word': 'langsa', 'score': 0.0, 'matched': False}, {'word': 'resmi', 'score': 1.6, 'matched': True}]"
11049,2019-12-18T09:15:00.000Z,Pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter Polhuk AdadiKompas,pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter polhuk adadikompas,-3.0,-0.75,0.0,negative,"['pembatasan', 'terhadap', 'wartawan', 'dan', 'interupsi', 'anggota', 'DPR', 'di', 'rapat', 'paripurna', 'menunjukkan', 'kecenderungan', 'DPR', 'yang', 'saat', 'ini', 'tertutup', 'antidialog', 'bahkan', 'mengarah', 'pada', 'otoriter', 'polhuk', 'adadikompas']","['pembatasan', 'interupsi', 'anggota', 'DPR', 'rapat', 'paripurna', 'menunjukkan', 'DPR', 'tertutup', 'antidialog', 'mengarah', 'otoriter']","['terhadap', 'wartawan', 'dan', 'di', 'kecenderungan', 'saat', 'ini', 'bahkan', 'polhuk', 'adadikompas']","['pembatasan', 'terhadap', 'wartawan', 'interupsi', 'paripurna', 'menunjukkan', 'kecenderungan', 'saat', 'tertutup', 'antidialog', 'bahkan', 'mengarah', 'otoriter', 'polhuk', 'adadikompas']","[{'word': 'pembatasan', 'score': 0.0, 'matched': True}, {'word': 'terhadap', 'score': 0.0, 'matched': False}, {'word': 'wartawan', 'score': 0.0, 'matched': False}, {'word': 'interupsi', 'score': 2.4000000000000004, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'menunjukkan', 'score': -2.4000000000000004, 'matched': True}, {'word': 'kecenderungan', 'score': 0.0, 'matched': False}, {'word': 'saat', 'score': 0.0, 'matched': False}, {'word': 'tertutup', 'score': -4.0, 'matched': True}, {'word': 'antidialog', 'score': 0.0, 'matched': True}, {'word': 'bahkan', 'score': 0.0, 'matched': False}, {'word': 'mengarah', 'score': -3.2, 'matched': True}, {'word': 'otoriter', 'score': -2.0, 'matched': True}, {'word': 'polhuk', 'score': 0.0, 'matched': False}, {'word': 'adadikompas', 'score': 0.0, 'matched': False}]"
11066,2019-12-17T23:17:20.000Z,Tertarik pada point huruf d dan i Pemantauan dana aspirasi DPR dan Open Parliament Indonesia OPI Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang dengan agenda Laporan Badan,tertarik pada point huruf di dan i pemantauan dana aspirasi DPR dan open parliament indonesia OPI rapat paripurna DPR RI ke masa persidangan i tahun sidang dengan agenda laporan badan,0.8,0.2,0.447213595499958,positive,"['tertarik', 'pada', 'point', 'huruf', 'di', 'dan', 'i', 'pemantauan', 'dana', 'aspirasi', 'DPR', 'dan', 'open', 'parliament', 'indonesia', 'OPI', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'masa', 'persidangan', 'i', 'tahun', 'sidang', 'dengan', 'agenda', 'laporan', 'badan']","['tertarik', 'i', 'dana', 'aspirasi', 'DPR', 'open', 'parliament', 'indonesia', 'rapat', 'paripurna', 'DPR', 'RI', 'masa', 'persidangan', 'i', 'tahun', 'sidang', 'agenda', 'laporan', 'badan']","['point', 'huruf', 'di', 'dan', 'pemantauan', 'dan', 'OPI', 'ke', 'dengan']","['tertarik', 'point', 'huruf', 'i', 'pemantauan', 'dana', 'aspirasi', 'open', 'parliament', 'OPI', 'paripurna', 'masa', 'i', 'tahun', 'agenda', 'laporan', 'badan']","[{'word': 'tertarik', 'score': 1.6, 'matched': True}, {'word': 'point', 'score': 0.0, 'matched': False}, {'word': 'huruf', 'score': 0.0, 'matched': False}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'pemantauan', 'score': 0.0, 'matched': False}, {'word': 'dana', 'score': 3.2, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'open', 'score': -2.4000000000000004, 'matched': True}, {'word': 'parliament', 'score': 0.0, 'matched': True}, {'word': 'OPI', 'score': 0.0, 'matched': False}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'agenda', 'score': 0.0, 'matched': True}, {'word': 'laporan', 'score': 0.0, 'matched': True}, {'word': 'badan', 'score': 0.0, 'matched': True}]"
