no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,teks_translated
10853,2019-12-27T05:57:26.000Z,Kakanwil BPN Provinsi Sumatera Selatan Bpk H Muchtar SH MM menerima kunjungan kerja reses Bpk H Wahyu Sanjaya SE selaku Anggota DPR RI Komisi II Bidang Pemerintahan Dalam Negeri Otonomi Daerah Aparatur Negara Reformasi Birokrasi Kepemiluan Pertanahan dan Reforma Agraria,kakanwil BPN provinsi sumatera selatan bpk h muchtar SH MM menerima kunjungan kerja reses bpk h wahyu sanjaya SE selaku anggota DPR RI komisi II bidang pemerintahan dalam negeri otonomi daerah aparatur negara reformasi birokrasi kepemiluan pertanahan dan reforma agraria,0.0,0.0,0.0,neutral,Kakanwil BPN South Sumatra Province BPK H Muchtar Sh mm received a working visit Constituency Outreach Service Community Visit BPK H Wahyu Sanjaya Se S Evading Dodging Avoiding Accountability
10869,2019-12-26T03:48:27.000Z,Assalamu alaikum wr wb Jambi barat kami datang lagi Kerja nyata membangun Negeri Jambi Reses Anggota F PAN DPR RI DPRD Provinsi Jambi dan DPRD Kab Merangin Bapak H BAKRI Anggota F PAN DPR RI Komisi V yang,assalamu alaikum wr wb jambi barat kami datang lagi kerja nyata membangun negeri jambi reses anggota f KAPAN DPR RI DPRD provinsi jambi dan DPRD kab merangin bapak h BAKRI anggota f KAPAN DPR RI komisi v yang,0.8,0.2,0.447213595499958,positive,assalamu alaikum wr wb Jambi Barat we are back again with real work to build the country of Jambi constituency outreach service community visit member f when will the DPR RI Jambi Provincial DPRD and DPRD Merangin Regency Mr H Bakri Member F When will the DPR RI Commission V Yang
10874,2019-12-25T16:58:55.000Z,Reses Anggota F PKB DPR RI mendengar menyerap Aspirasi PUMR,reses anggota f PKB DPR RI mendengar menyerap aspirasi PUMR,0.8,0.2,0.447213595499958,positive,Constituency Outreach Service Community Visit F PKB DPR RI members listen to absorb the aspirations of the public
10887,2019-12-25T07:30:50.000Z,Anggota Fraksi PKS DPR RI Rofiq Hananto didampingi oleh Anggota DPRD FPKS Kab Kebumen dan BPH DPD PKS Kebumen bersilaturahmi dengan Bupati Kebumen Bapak Ir H Mohammad Yahya Fuad SE di Komplek Pendopo Bupati Kebumen fraksipksdprri reses,anggota fraksi PKS DPR RI rofiq hananto didampingi oleh anggota DPRD FPKS kab kebumen dan BPH DPD PKS kebumen bersilaturahmi dengan bupati kebumen bapak ir h mohammad yahya fuad SE di komplek pendopo bupati kebumen fraksipksdprri reses,0.4,0.1,0.5477225575051662,positive,"member of the PKS DPR RI faction, Rofiq Hananto, accompanied by members of the FPKS DPRD, Kebumen Regency and BPH DPD PKS Kebumen, visited the Regent of Kebumen, Mr. IR H Mohammad Yahya Fuad Se, at the Kebumen Regent's hall complex, FaksipksDPRI constituency outreach service community visit"
10903,2019-12-24T03:09:41.000Z,Anggota Fraksi NasDem DPR RI Satori melaksanakan kegiatan reses dengan mengunjungi Pesantren Jamiyyatut Tholibin di desa Babakan Ciwaringin Cirebon Jawa Barat Senin Selengkapnya NasDemAntiMahar,anggota fraksi nasdem DPR RI satori melaksanakan kegiatan reses dengan mengunjungi pesantren jamiyyatut tholibin di desa babakan ciwaringin cirebon jawa barat senin selengkapnya nasdemantimahar,0.8,0.2,0.447213595499958,positive,"member of the Nasdem faction of the Indonesian House of Representatives Satori M evading dodging avoiding accountability organizes constituency outreach service community visit activities by visiting the Jamiyyatut Tholibin Islamic boarding school in Babakan Ciwaringin village, Cirebon, West Java Monday in full Nasdemantimahar"
10919,2019-12-23T12:06:26.000Z,titiknya jangan jangan Fiktif? Jd ga bisa di datangi Kalo adapun membuktikan Anggota DPR nya males dengerin aspirasi Rakyat sisa waktunya buat piknik,titiknya jangan jangan fiktif ? jadi tidak bisa di datangi jika adapun membuktikan anggota DPR nya malas mendengarkan aspirasi rakyat sisa waktunya buat piknik,-3.6,-0.9,0.8944271909999161,negative,"The point is, don't make it fictional? So it can't be visited if it proves that the DPR members are lazy about listening to the people's aspirations. The rest of the time is for picnics"
10940,2019-12-22T10:54:06.000Z,Ini tugas anggota saat reses ya?,ini tugas anggota saat reses ya ?,-0.6,-0.15,0.5477225575051662,negative,"This is a member's job during a constituency outreach service community visit, right?"
10943,2019-12-22T06:57:41.000Z,Anggota DPR Aceh Salihin F PKB melaksanakan Reses II Tahun ke Daerah Pemilihan IV Kabupaten Aceh Tengah dan Bener Meriah resesdpra acehtengah benermeriah,anggota DPR aceh salihin f PKB melaksanakan reses II tahun ke daerah pemilihan IV kabupaten aceh tengah dan benar meriah resesdpra acehtengah benermeriah,0.0,0.0,0.0,neutral,Member of the Aceh DPR Salihin F PKB M Evading Dodging Avoiding Accountability Sanakan Constituency Outreach Service Community Visit II Year to Constituency IV Central Aceh Regency and True Merry Constituency Outreach Service Community Visit DPR Acehtengah Benermeriah
10964,2019-12-21T07:25:13.000Z,Tim Komisi III DPR RI Puji Layanan Keimigrasian di TPI Bandara Internasional Juanda SURABAYA Kunjungan kerja dalam rangka reses Komisi III DPR RI masa persidangan I Tahun berlanjut Usai melakukan rapat,tim komisi II DPR RI puji layanan keimigrasian di TETAPI bandara internasional juanda SURABAYA kunjungan kerja dalam rangka reses komisi II DPR RI masa persidangan i tahun berlanjut usai melakukan rapat,1.0,0.25,0.0,positive,Commission II DPR RI team praise commend appreciate immigration services at Juanda International Airport Surabaya working visit in the context of constituency outreach service community visit Commission II DPR RI trial period continues i year after m evading dodging avoiding accountability at meeting
11000,2019-12-19T17:53:08.000Z,Dalam rangka Reses II Tahun ke Daerah Pemilihan VII Kabupaten Aceh Tamiang dan Kota Langsa Anggota DPR Aceh H Jauhari Amin SH MH melakukan penyerapan Aspirasi dari warga di Kota Langsa Secara resmi,dalam rangka reses II tahun ke daerah pemilihan VII kabupaten aceh tamiang dan kota langsa anggota DPR aceh h jauhari amin SH MAH melakukan penyerapan aspirasi dari warga di kota langsa secara resmi,0.0,0.0,0.0,neutral,"In the context of Constituency Outreach Service Community Visit II Yearly to the VII electoral district of Aceh Tamiang Regency and Langsa City, members of the Aceh DPR, Hjauhari Amin Sh Mah M, evading dodging, avoiding accountability, and absorbing the aspirations of residents in Langsa City officially"
11049,2019-12-18T09:15:00.000Z,Pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter Polhuk AdadiKompas,pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter polhuk adadikompas,-3.0,-0.75,0.0,negative,restrictions on journalists and interruptions of DPR members at plenary meetings show the current tendency of the DPR to be closed to anti-dialogue and even towards authoritarian political law adadikompas
11066,2019-12-17T23:17:20.000Z,Tertarik pada point huruf d dan i Pemantauan dana aspirasi DPR dan Open Parliament Indonesia OPI Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang dengan agenda Laporan Badan,tertarik pada point huruf di dan i pemantauan dana aspirasi DPR dan open parliament indonesia OPI rapat paripurna DPR RI ke masa persidangan i tahun sidang dengan agenda laporan badan,0.8,0.2,0.447213595499958,positive,interested in the letter points di and i monitoring the aspiration funds of the DPR and the Indonesian open parliament opi the plenary meeting of the DPR RI to the session period i year of the session with the agenda of the body's report
11067,2019-12-17T20:10:00.000Z,Sejumlah Anggota DPR Pesimistis soal Target RUU Prolegnas,sejumlah anggota DPR pesimistis soal target RUU prolegnas,-1.0,-0.25,0.0,negative,A number of DPR members are pessimistic about the target of the Prolegnas bill
11068,2019-12-17T20:03:48.000Z,Foto Rapat paripurna DPR RI mengesahkan program legislasi nasional prolegnas untuk DPR juga sepakat mengesahkan RUU masuk prolegnas prioritas Begini momennya RUU,foto rapat paripurna DPR RI mengesahkan program legislasi nasional prolegnas untuk DPR juga sepakat mengesahkan RUU masuk prolegnas prioritas begini momennya RUU,0.6,0.15,0.5477225575051662,positive,"photo of the plenary session of the DPR RI ratifying the National Legislative Program Prolegnas for the DPR also agreed to ratify the bill to enter the priority Prolegnas, here's the moment for the bill"
11069,2019-12-17T17:55:22.000Z,DPR RI Minta TV Dukung RUU Penyiaran,DPR RI meminta TV dukung RUU penyiaran,0.0,0.0,0.0,neutral,DPR RI asks TV to support back the broadcasting bill
11082,2019-12-17T08:52:16.000Z,DPR Sepakati RUU Prolegnas dan Prolegnas Prioritas,DPR sepakati RUU prolegnas dan prolegnas prioritas,0.4,0.1,0.5477225575051662,positive,DPR approves draft National Legislative Program and Priority Prolegnas
11114,2019-12-16T14:20:44.000Z,Pak doktor anda berkesempatan untuk menjawab bantahan bu susi Sebagai anggota dpr seharusnya anda kritis pada kebijakan mentri bukan malah dukung kebijakan ygvkontroversi,pak doktor anda berkesempatan untuk menjawab bantahan bu susi sebagai anggota dpr seharusnya anda kritis pada kebijakan mentri bukan malah dukung kebijakan ygvkontroversi,-2.0,-0.5,0.0,negative,"Mr Doctor, you have the opportunity to answer Ms Susi's objection. As a member of the DPR, you should be critical of the Minister's policies, not support and endorse policies that are controversial."
11145,2019-12-13T18:31:54.000Z,Menteri tidak mau menjadi pihak yang sotoy terus merumuskan kebijakan sendiri sebagai seolah sebagai father know every things Tidak Mas punya rekam jejak panjang sebagai tahun penuh memimpin komisi IV DPR RI sebagai pendengar yang baik,menteri tidak mau menjadi pihak yang sok tau terus merumuskan kebijakan sendiri sebagai seolah sebagai father know every things tidak mas punya rekam jejak panjang sebagai tahun penuh memimpin komisi IV DPR RI sebagai pendengar yang baik,0.6,0.15,0.8944271909999161,positive,"The minister does not want to be the party who pretends to know and continues to formulate his own policies as if he were a father who knows every thing, he doesn't have a long track record for leading Commission IV of the Republic of Indonesia as a good listener."
11195,2020-12-28T11:02:37.000Z,Oktober menjadi masa puncak kontroversi pengusunan RUU Cipta Kerja Di tengah gelombang demonstrasi Dewan Perwakilan Rakyat mengesahkan undang undang sapu jagat yang dinilai mengancam buruh dan lingkungan hidup ini MajalahTempo,oktober menjadi masa puncak kontroversi pengusunan RUU cipta kerja di tengah gelombang demonstrasi dewan perwakilan rakyat mengesahkan undang undang sapu jagat yang dinilai mengancam buruh dan lingkungan hidup ini majalahtempo,-2.2,-0.55,0.4472135954999579,negative,"October was the peak period for the controversy over the drafting of the work creation bill amidst a wave of demonstrations, the People's Representative Council passed the global sweeping law which was deemed to threaten workers and the environment. This magazinetempo"
11201,2020-12-28T07:24:23.000Z,Sebab Tidak ada hukum bagi seorang wakil rakyat dalam menentukan kebijakan rumusan uu yang sudah disah Arinya manusia harus mencari jalan solusi Sesuatu yang salah harus diperjuangkan utk benarkan Bukan membentuk gurita gurita baru,sebab tidak ada hukum bagi seorang wakil rakyat dalam menentukan kebijakan rumusan uu yang sudah disah arinya manusia harus mencari jalan solusi sesuatu yang salah harus diperjuangkan untuk benarkan bukan membentuk gurita gurita baru,-0.4,-0.1,0.5477225575051662,negative,"because there is no law for a people's representative to determine the policy of formulating a law that has been ratified, humans must find a solution to something that is wrong, they must fight for it to be right, not to form a new octopus."
11265,2020-12-21T05:21:56.000Z,Baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan Program Legislasi Nasional Prolegnas Prioritas Komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruuPKS FRAKSINASDEM,baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan program legislasi nasional prolegnas prioritas komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruupks FRAKSINASDEM,0.8,0.2,0.447213595499958,positive,The legislative assembly of the DPR did not find any obstacles when proposing the PKS bill to be included in the discussion of the National Legislative Program Prolegnas. The priority of this commitment is expected to remain unchanged until it is ratified at the DPR plenary session. Ruupks Nasdem Fraction
11326,2020-12-16T06:24:29.000Z,Anggota Komisi X DPR RI Yoyok Sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga Menurut Yoyok Sukawi yang termasuk anggota Panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dgn memberi porsi anggaran yang lebih ideal,anggota komisi kali DPR RI yoyok sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga menurut yoyok sukawi yang termasuk anggota panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dengan memberi porsi anggaran yang lebih ideal,1.0,0.25,0.0,positive,"RI DPR Commission Member Yoyok Sukawi Men pressured demanded protested urged that there be definite figures in the APBN for the world of sports according to Yoyok Sukawi, who is a member of the SKN Panja Ruu, it is time for the world of sports to pay more attention by providing a more ideal portion of the budget"
11336,2020-12-15T11:35:37.000Z,Upaya Pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU Cipta Kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan Sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,upaya pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU cipta kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,0.8,0.2,0.447213595499958,positive,"The efforts of the government and DPR RI to restore the national economy through the ratification of the Job Creation Law have received attention from student workers and interest groups, a number of articles can improve the welfare of workers and society in general."
11408,2020-12-10T01:06:50.000Z,Gini yah kerjaan wakil rakyat pas pemilihan minta suara rakyat pas kepilih lgsg tuli gk mendengar aspirasi rakyat nah skrg dah pda pinter rakyat gk penting jg milih krn bakal gitu aja pesta politik jalan terus d tengah wabah,begini ya pekerjaan wakil rakyat pas pemilihan meminta suara rakyat pas kepilih langsung tuli tidak mendengar aspirasi rakyat nah sekarang deh pada pintar rakyat tidak penting juga memilih karena bakal begitu saja pesta politik jalan terus di tengah wabah,-3.2,-0.8,0.8366600265340756,negative,"This is what the job of a people's representative during an election is to ask for the people's votes when they are elected, they are immediately deaf and don't hear the aspirations of the people, so now it's not important for the intelligent people to vote because it will just happen that the political party will continue in the midst of the epidemic"
