no,timestamp,teks,teks_processed,teks_translated,neg,neu,pos,compound_score,sentiment
10853,2019-12-27T05:57:26.000Z,Kakanwil BPN Provinsi Sumatera Selatan Bpk H Muchtar SH MM menerima kunjungan kerja reses Bpk H Wahyu Sanjaya SE selaku Anggota DPR RI Komisi II Bidang Pemerintahan Dalam Negeri Otonomi Daerah Aparatur Negara Reformasi Birokrasi Kepemiluan Pertanahan dan Reforma Agraria,kakanwil BPN provinsi sumatera selatan bpk h muchtar SH MM terima kunjung kerja reses bpk h wahyu sanjaya SE selaku anggota DPR RI komisi II bidang pemerintah dalam negeri otonomi daerah aparatur negara reformasi birokrasi pemilu tanah dan reforma agraria,Kakanwil BPN South Sumatra Province BPK H Muchtar Sh mm accepts work visit Constituency Outreach Service Community Visit BPK H Wahyu Sanjaya Se S Evading Dodging Avoiding Accountability,0.13,0.719,0.151,0.1531,positive
10869,2019-12-26T03:48:27.000Z,Assalamu alaikum wr wb Jambi barat kami datang lagi Kerja nyata membangun Negeri Jambi Reses Anggota F PAN DPR RI DPRD Provinsi Jambi dan DPRD Kab Merangin Bapak H BAKRI Anggota F PAN DPR RI Komisi V yang,assalamu alaikum wr wb jambi barat kami datang lagi kerja nyata bangun negeri jambi reses anggota f KAPAN DPR RI DPRD provinsi jambi dan DPRD kab rangin bapak h BAKRI anggota f KAPAN DPR RI komisi v yang,assalamu alaikum wr wb Jambi Barat we are back with real work to build the country of Jambi constituency outreach service community visit member f impatient delayed stalled DPR RI Jambi Province DPRD and Rangin Regency DPRD Mr H Bakri Member F Impatient Delayed Stalled DPR RI Commission V Yang,0.223,0.737,0.04,-0.7717,negative
10874,2019-12-25T16:58:55.000Z,Reses Anggota F PKB DPR RI mendengar menyerap Aspirasi PUMR,reses anggota f PKB DPR RI dengar serap aspirasi PUMR,Constituency Outreach Service Community Visit Members of F PKB DPR RI to hear the aspirations of PUMR,0.0,0.877,0.123,0.2732,positive
10887,2019-12-25T07:30:50.000Z,Anggota Fraksi PKS DPR RI Rofiq Hananto didampingi oleh Anggota DPRD FPKS Kab Kebumen dan BPH DPD PKS Kebumen bersilaturahmi dengan Bupati Kebumen Bapak Ir H Mohammad Yahya Fuad SE di Komplek Pendopo Bupati Kebumen fraksipksdprri reses,anggota partai PKS DPR RI rofiq hananto damping oleh anggota DPRD FPKS kab kebumen dan BPH DPD PKS kebumen silaturahmi dengan bupati kebumen bapak ir h mohammad yahya fuad SE di komplek pendopo bupati kebumen fraksipksdprri reses,member par disgusting worthless shameful trash pks dpr ri rofiq hananto accompanied by members of the dprd fpks kebumen district and bph dpd pks kebumen friendship with the regent of kebumen Mr ir h mohammad yahya fuad se at the pavilion complex of the regent of kebumen fractionpksdprri constituency outreach service community visit,0.154,0.764,0.081,-0.6705,negative
10903,2019-12-24T03:09:41.000Z,Anggota Fraksi NasDem DPR RI Satori melaksanakan kegiatan reses dengan mengunjungi Pesantren Jamiyyatut Tholibin di desa Babakan Ciwaringin Cirebon Jawa Barat Senin Selengkapnya NasDemAntiMahar,anggota partai nasdem DPR RI satori laksana giat reses dengan unjung pesantren jamiyyatut tholibin di desa babakan ciwaringin cirebon jawa barat senin lengkap nasdemantimahar,member par disgusting worthless shameful trash nasdem DPR RI satori like active constituency outreach service community visit with visiting Islamic boarding school Jamiyyatut Tholibin in Babakan village Ciwaringin Cirebon West Java Monday complete Nasdemantimahar,0.212,0.625,0.163,-0.4939,negative
10919,2019-12-23T12:06:26.000Z,titiknya jangan jangan Fiktif? Jd ga bisa di datangi Kalo adapun membuktikan Anggota DPR nya males dengerin aspirasi Rakyat sisa waktunya buat piknik,titik jangan jangan fiktif ? jadi tidak dapat di datang jika adapun bukti anggota DPR nya malas dengar aspirasi rakyat sisa waktu buat piknik,"point, don't fake, fraudulent, corrupt, illegal? So you can't come if there is evidence that the DPR members are lazy about listening to the people's aspirations",0.183,0.661,0.156,-0.2306,negative
10940,2019-12-22T10:54:06.000Z,Ini tugas anggota saat reses ya?,ini tugas anggota saat reses ya ?,"This is a member's job during a constituency outreach service community visit, right?",0.0,0.826,0.174,0.2732,positive
10943,2019-12-22T06:57:41.000Z,Anggota DPR Aceh Salihin F PKB melaksanakan Reses II Tahun ke Daerah Pemilihan IV Kabupaten Aceh Tengah dan Bener Meriah resesdpra acehtengah benermeriah,anggota DPR aceh salihin f PKB laksana reses II tahun ke daerah pilih IV kabupaten aceh tengah dan banget riah resesdpra acehtengah benermeriah,Member of the Aceh DPR Salihin F PKB as a constituency outreach service community visit II years to selected areas IV Central Aceh Regency and very cheerful constituency outreach service community visit DPR Acehtengah was really lively,0.0,0.735,0.265,0.8803,positive
10964,2019-12-21T07:25:13.000Z,Tim Komisi III DPR RI Puji Layanan Keimigrasian di TPI Bandara Internasional Juanda SURABAYA Kunjungan kerja dalam rangka reses Komisi III DPR RI masa persidangan I Tahun berlanjut Usai melakukan rapat,tim komisi II DPR RI puji layan imigrasi di TETAPI bandara internasional juanda SURABAYA kunjung kerja dalam rangka reses komisi II DPR RI masa sidang i tahun lanjut usai pelaksanaan rapat,Commission II DPR RI team praise compliment commend serving immigration at Juanda International Airport in Surabaya visiting work in the context of constituency outreach service community visit Commission II DPR RI period of session hearing meeting i next year after p evading dodging avoiding accountability sanaan meeting gathering session,0.067,0.726,0.207,0.836,positive
11000,2019-12-19T17:53:08.000Z,Dalam rangka Reses II Tahun ke Daerah Pemilihan VII Kabupaten Aceh Tamiang dan Kota Langsa Anggota DPR Aceh H Jauhari Amin SH MH melakukan penyerapan Aspirasi dari warga di Kota Langsa Secara resmi,dalam rangka reses II tahun ke daerah pilih VII kabupaten aceh tamiang dan kota langsa anggota DPR aceh h jauhari amin SH MAH pelaksanaan serap aspirasi dari warga di kota langsa cara resmi,"in the context of constituency outreach service community visit II year to selected areas VII Aceh Tamiang Regency and Langsa City, Aceh DPR Member Hjauhari Amin Sh Mah P Evading Dodging Avoiding Accountability Sanaan Absorbs Aspirations from Citizens in Langsa City Official Way",0.085,0.869,0.047,-0.1779,negative
11049,2019-12-18T09:15:00.000Z,Pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter Polhuk AdadiKompas,batas hadap wartawan dan interupsi anggota DPR di rapat paripurna tunjuk cenderung DPR yang saat ini tutup antidialog bahkan arah pada otoriter polhuk adadikompas,"limits on facing journalists and interruptions by members of the DPR at meeting gatherings in plenary sessions indicate that the current DPR is currently closed, anti-dialogue and even towards authoritarian political law, Adadi Kompas",0.076,0.924,0.0,-0.4019,negative
11066,2019-12-17T23:17:20.000Z,Tertarik pada point huruf d dan i Pemantauan dana aspirasi DPR dan Open Parliament Indonesia OPI Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang dengan agenda Laporan Badan,tarik pada point huruf di dan i pantau dana aspirasi DPR dan open parliament indonesia OPI rapat paripurna DPR RI ke masa sidang i tahun sidang dengan agenda lapor badan,pull on the letter point in and i monitor the aspiration funds of the DPR and the Indonesian open parliament opi meeting gathering plenary session of the DPR RI to the session hearing meeting period i year session hearing meeting with agenda schedule plan report body,0.0,1.0,0.0,0.0,neutral
11067,2019-12-17T20:10:00.000Z,Sejumlah Anggota DPR Pesimistis soal Target RUU Prolegnas,jumlah anggota DPR pesimistis soal target RUU prolegnas,number of DPR members are pessimistic about the target of the Prolegnas bill,0.169,0.743,0.088,-0.296,negative
11068,2019-12-17T20:03:48.000Z,Foto Rapat paripurna DPR RI mengesahkan program legislasi nasional prolegnas untuk DPR juga sepakat mengesahkan RUU masuk prolegnas prioritas Begini momennya RUU,foto rapat paripurna DPR RI pengesahan program legislasi nasional prolegnas untuk DPR juga sepakat pengesahan RUU masuk prolegnas prioritas begini momen RUU,"photos of meeting gathering plenary session DPR RI ratifies National Legislative Program Prolegnas for DPR also agrees to ratify the bill to enter Prolegnas priority, this is the moment of the bill",0.0,0.945,0.055,0.2023,positive
11069,2019-12-17T17:55:22.000Z,DPR RI Minta TV Dukung RUU Penyiaran,DPR RI minta TV dukungan RUU siar,DPR RI asks TV to support endorsement back strong and bill broadcast,0.0,0.52,0.48,0.8074,positive
11082,2019-12-17T08:52:16.000Z,DPR Sepakati RUU Prolegnas dan Prolegnas Prioritas,DPR sepakat RUU prolegnas dan prolegnas prioritas,The DPR agreed on the National Legislative Program and Priority National Legislation Bill,0.0,0.851,0.149,0.2732,positive
11114,2019-12-16T14:20:44.000Z,Pak doktor anda berkesempatan untuk menjawab bantahan bu susi Sebagai anggota dpr seharusnya anda kritis pada kebijakan mentri bukan malah dukung kebijakan ygvkontroversi,pak doktor anda sempat untuk jawab bantah bu sus bagai anggota dpr harus anda kritis pada kebijakan tri bukan malah dukungan kebijakan ygvkontroversi,"Mr Doctor, you have the opportunity to answer Ms Sus' objection. As a member of the DPR, you must be critical of Tri's policies, not even support, endorse back strongly, policies that are controversial.",0.207,0.671,0.122,-0.3442,negative
11145,2019-12-13T18:31:54.000Z,Menteri tidak mau menjadi pihak yang sotoy terus merumuskan kebijakan sendiri sebagai seolah sebagai father know every things Tidak Mas punya rekam jejak panjang sebagai tahun penuh memimpin komisi IV DPR RI sebagai pendengar yang baik,menteri tidak mau jadi pihak yang sok tau terus rumus kebijakan sendiri bagai pengolahan bagai father know every things tidak mas punya rekam jejak panjang bagai tahun penuh kepemimpinan komisi IV DPR RI bagai dengar yang baik,"The minister doesn't want to be the party who pretends to know and continues to formulate his own policies like processing like a father knows every thing, he doesn't have a long track record like the leadership of Commission IV of the Indonesian House of Representatives, like hearing good positive favorable things.",0.04,0.616,0.343,0.9622,positive
11195,2020-12-28T11:02:37.000Z,Oktober menjadi masa puncak kontroversi pengusunan RUU Cipta Kerja Di tengah gelombang demonstrasi Dewan Perwakilan Rakyat mengesahkan undang undang sapu jagat yang dinilai mengancam buruh dan lingkungan hidup ini MajalahTempo,oktober jadi masa puncak kontroversi pengusunan RUU cipta kerja di tengah gelombang demonstrasi dewan wakil rakyat pengesahan undang undang sapu jagat yang nilai ancam buruh dan lingkung hidup ini majalahtempo,October was the peak period for the controversy over the drafting of the job creation bill amidst a wave of demonstrations by the Council of Representatives Representatives officials ratifying the global sweeping law which threatened labor and the environment. Magazinetempo,0.071,0.879,0.05,-0.2263,negative
11201,2020-12-28T07:24:23.000Z,Sebab Tidak ada hukum bagi seorang wakil rakyat dalam menentukan kebijakan rumusan uu yang sudah disah Arinya manusia harus mencari jalan solusi Sesuatu yang salah harus diperjuangkan utk benarkan Bukan membentuk gurita gurita baru,karena tidak ada hukum bagi orang wakil rakyat dalam tentu kebijakan rumus uu yang sudah sah ari manusia harus cari jalan solusi sesuatu yang salah harus juang untuk benar bukan bentuk gurita gurita baru,"because there is no law for people, representatives, representatives, officials, of course the legal formula of law is that humans have to find a solution to something that is wrong, they have to fight for it to be right, not an octopus, a new octopus",0.159,0.765,0.076,-0.6249,negative
11265,2020-12-21T05:21:56.000Z,Baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan Program Legislasi Nasional Prolegnas Prioritas Komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruuPKS FRAKSINASDEM,baleg DPR tidak temu halang saat usul RUU PKS masuk dalam bahas program legislasi nasional prolegnas prioritas komitmen itu harap tidak ubah hingga pengesahan di rapat paripurna DPR ruupks FRAKSINASDEM,"The legislative council of the DPR did not meet any obstacles when the proposal for the PKS bill was included in the discussion of the National Legislative Program, Prolegnas, priority commitment, please do not change it until it is ratified at the plenary meeting gathering session of the DPR, the National Legislative Assembly Ruupks Nasdem",0.0,0.855,0.145,0.7707,positive
11326,2020-12-16T06:24:29.000Z,Anggota Komisi X DPR RI Yoyok Sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga Menurut Yoyok Sukawi yang termasuk anggota Panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dgn memberi porsi anggaran yang lebih ideal,anggota komisi kali DPR RI yoyok sukawi desakan ada angka pasti di dalam APBN untuk dunia olahraga turut yoyok sukawi yang masuk anggota panja RUU SKN sudah saat dunia olahraga lebih perhati dengan beri porsi anggaran yang lebih ideal,"DPR RI commission member Yoyok Sukawi urges there to be a definite figure in the APBN for the world of sports, Yoyok Sukawi, who is a member of the SKN Panja Ruu, is now at a time when the world of sports is paying more attention by giving more ideal budget portions.",0.0,0.845,0.155,0.8155,positive
11336,2020-12-15T11:35:37.000Z,Upaya Pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU Cipta Kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan Sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,upaya pemerintah dan DPR RI pulih ekonomi nasional lalu pengesahan UU cipta kerja dapat sorot dari kalang buruh mahasiswa dan kelompok penting jumlah pasal dapat tingkat sejahtera buruh dan masyarakat cara umum,"The efforts of the government and DPR RI to restore the national economy and the ratification of the Job Creation Law can be highlighted among workers, students and other important groups, the number of articles can improve the level of prosperity of workers and society in general",0.0,0.803,0.197,0.8074,positive
11408,2020-12-10T01:06:50.000Z,Gini yah kerjaan wakil rakyat pas pemilihan minta suara rakyat pas kepilih lgsg tuli gk mendengar aspirasi rakyat nah skrg dah pda pinter rakyat gk penting jg milih krn bakal gitu aja pesta politik jalan terus d tengah wabah,begini ya kerja wakil rakyat pas pilih minta suara rakyat pas pilih langsung tuli tidak dengar aspirasi rakyat nah sekarang deh pada pintar rakyat tidak penting juga pilih karena bakal begitu saja pesta politik jalan terus di tengah wabah,"This is how representatives representatives officials work when they vote, ask for people's votes when they vote, they are immediately deaf and don't hear the people's aspirations, so now it's not important for the people to be smart and vote because just like that the political party will continue in the midst of an epidemic",0.026,0.843,0.131,0.7437,positive
