no,timestamp,teks,teks_processed,sentiment,compound_score,dominant_topic,topic_probability
9764,2018-10-02T09:11:30.000Z,Mas Alvin Lie tadi ada ibu lupa krn buru belum kasih nama Cerita mas menggunakan contoh pengesahan uu Kesehatan Jiwa menyemplung ke kolam air mancur DPR RI utk pelatihan caleg,mas alvin lie tadi ada ibu lupa karena buru belum kasih nama cerita mas menggunakan contoh pengesahan uu kesehatan jiwa menyemplung ke kolam air mancur DPR RI untuk pelatihan caleg,negative,-0.7156,5,0.3414
9766,2018-10-02T08:05:25.000Z,Pak ada seorang wakil rakyat Berbicara dan mengkritik kebijakan pemerintah ngak ada etika nya Percuma sekolah tinggi tapi ngak ada sopan santun Bilang ahok paling bisa tapi anda lebih parah pula dari mulut ahok,pak ada seorang wakil rakyat berbicara dan mengkritik kebijakan pemerintah tidak ada etika nya percuma sekolah tinggi tetapi tidak ada sopan santun bilang ahok paling bisa tetapi anda lebih parah pula dari mulut ahok,negative,-0.9688,5,0.4400
9772,2018-10-02T04:15:23.000Z,Rapat Paripurna Ke dipimpin oleh Waka Bang siang ini di ruang paripurna Livestream,rapat paripurna ke dipimpin oleh waka bang siang ini di ruang paripurna livestream,negative,-0.5267,1,0.7741
9775,2018-10-01T13:38:50.000Z,Itu yg di wawancarai Tv one wakil rakyat dari Nasdem yg gendut apa pun kebijakan Gubernur pasti salah di mata nya maklum partai beda nasdem pdi p Hanura semua nggak senang ma mas anies Wakil rakyat masuk angin dah gendut krn mkn nggak jelas sok sok an lgi Huhhhhh,itu yang di wawancarai tv one wakil rakyat dari nasdem yang gendut apa pun kebijakan gubernur pasti salah di mata nya maklum partai beda nasdem pdi p hanura semua tidak senang sama mas anies wakil rakyat masuk angin deh gendut karena makin tidak jelas sok sok an lagi huhh,negative,-0.9835,5,0.5280
9776,2018-10-01T10:59:04.000Z,Iya nggak bisa semenamena dicabut dong om itukan udah di undang undang kan kalau kira kira keberadaan suruh to anggota DPR yang mencabut begitu om membedakan antara eksekutif dan legislatif,iya tidak bisa semenamena dicabut dong om itukan sudah di undang undang kan jika kira kira keberadaan suruh tetapi anggota DPR yang mencabut begitu om membedakan antara eksekutif dan legislatif,negative,-0.2960,5,0.3767
9780,2018-10-01T05:33:17.000Z,Tunaikan janji Manifesto LA !! Umno tak ada hak undang undang saman wakil rakyat keluar parti politics feedly,tunaikan janji manifesto LAH ! ! umno tak ada hak undang undang saman wakil rakyat keluar parti politics feedly,negative,-0.6103,2,0.3296
9781,2018-10-01T03:28:04.000Z,Umno tak ada hak undang undang saman wakil rakyat keluar parti,umno tak ada hak undang undang saman wakil rakyat keluar parti,negative,-0.5267,2,0.4884
9784,2018-09-30T08:45:03.000Z,Salam Baleg DPR Serap Aspirasi Prolegnas RUU Prioritas Tahun di Dewan Perwakilan Rakyat Siaran Pers,salam baleg DPR serap aspirasi prolegnas RUU prioritas tahun di dewan perwakilan rakyat siaran pers,negative,-0.5267,1,0.5258
9787,2018-09-30T03:13:03.000Z,WAKIL RAKYAT KELUAR PARTI UMNO AKAN AMBIL TINDAKAN UNDANG UNDANG SEPT,WAKIL RAKYAT KELUAR PARTI UMNO AKAN AMBIL TINDAKAN UNDANG UNDANG SEPT,negative,-0.7184,4,0.5694
9791,2018-09-29T15:20:38.000Z,UMNO ambil tindakan undang undang wakil rakyat keluar parti UMNO akan mengambil,UMNO ambil tindakan undang undang wakil rakyat keluar parti UMNO akan mengambil,negative,-0.7739,4,0.5717
9792,2018-09-29T15:12:36.000Z,AWANInews AWANI UMNO ambil tindakan undang undang wakil rakyat keluar parti,awaninews AWANI UMNO ambil tindakan undang undang wakil rakyat keluar parti,negative,-0.7739,4,0.5694
9795,2018-09-29T12:15:31.000Z,Tugas anda sbg wakil rakyat mendengar aspirasi rakyat anda di gaji pake keringat rakyat jgn cuman menyiyir aja tahu apa anda sdg hilang kemaluan ya,tugas anda sebagai wakil rakyat mendengar aspirasi rakyat anda di gaji pakai keringat rakyat jangan cuman menyiyir saja tahu apa anda sedang hilang kemaluan ya,negative,-0.7026,2,0.7678
9797,2018-09-29T10:40:30.000Z,Wakil Rakyat jangan suka cari sensasi Itu keliru sekarang kembali ketupoksi aja ada wakil rakyat gagal fokus kerjanya cuma nyinyir aja yg penting RUU diselesaikan di mana di dunia wakil rakyat mengakomodir kepentingan rakyat aja,wakil rakyat jangan suka cari sensasi itu keliru sekarang kembali ketupoksi saja ada wakil rakyat gagal fokus kerjanya cuma nyinyir saja yang penting RUU diselesaikan di mana di dunia wakil rakyat mengakomodir kepentingan rakyat saja,negative,-0.8711,5,0.6622
9801,2018-09-28T22:46:19.000Z,Fadli Zonk lebih byk berkomentar di Medsos media lainnya ketimbang menyelesaikan kewajiban pokoknya sbg anggota DPR salah satunya adlh menyelesaikan RUU mjd UU Itulah tololnya orang yg memilih orang tolol sbg wakil rakyat,fadli zonk lebih banyak berkomentar di medsos media lainnya ketimbang menyelesaikan kewajiban pokoknya sebagai anggota DPR salah satunya adalah menyelesaikan RUU mjd UU itulah tololnya orang yang memilih orang tolol sebagai wakil rakyat,negative,-0.9690,2,0.4495
9802,2018-09-28T16:29:27.000Z,DPRD dan Pemkab Bojonegoro Sepakati Raperda Tentang P APBD Tahun Bojonegoro Bertempat di ruang rapat paripurna Gedung Dewan Perwakilan Rakyat Daerah,DPRD dan pemkab bojonegoro sepakati raperda tentang p APBD tahun bojonegoro bertempat di ruang rapat paripurna gedung dewan perwakilan rakyat daerah,negative,-0.3818,3,0.4421
9807,2018-09-28T00:06:16.000Z,yth anda kan anggota DPR bahkan wakil ketua bukan anggota biasa memandang masalah seperti ini kok cuman geleng kepala Kalau masalah begini saja hanya geleng kepala bagaimana bisa memperjuangkan aspirasi rakyat dengan baik ?! Selamat menikmati takdir Salam manis,yth anda kan anggota DPR bahkan wakil ketua bukan anggota biasa memandang masalah seperti ini kok cuman geleng kepala jika masalah begini saja hanya geleng kepala bagaimana bisa memperjuangkan aspirasi rakyat dengan baik ? ! selamat menikmati takdir salam manis,negative,-0.9555,4,0.5112
9809,2018-09-27T12:23:27.000Z,Lu klo kemana otaknya dibawa bong pemimpin wakil rakyat di pilih buat cari solusi rakyat mengkritik klo ada kebijakan yg merugikan bangsa klo cebong tugasnya mendukung kebijakan yg ngga pro rakyat dan pemimpin yg janji doang Gitu gile lu ndro,kamu jika kemana otaknya dibawa bong pemimpin wakil rakyat di pilih buat cari solusi rakyat mengkritik jika ada kebijakan yang merugikan bangsa jika cebong tugasnya mendukung kebijakan yang tidak pro rakyat dan pemimpin yang janji doang begitu gila kamu ndro,negative,-0.9050,5,0.3525
9813,2018-09-27T05:11:56.000Z,Guru Honorer di Malang Mulai Mogok Ngajar,guru honorer di malang mulai mogok mengajar,negative,-0.7783,1,0.7189
9816,2018-09-26T10:35:25.000Z,Berarti saya juga bebas ber ekspresi Fadli zon bajingan dancok cocot germo Itulah ekspresi saya buat wakil rakyat yang katanya terhormat Tapi nyatanya kerja cuman menghabiskan uang rakyat gk ada hsil Undang undang banyak yang mangkrak kayak hambalang,berarti saya juga bebas ber ekspresi fadli zon bajingan dancok cocot germo itulah ekspresi saya buat wakil rakyat yang katanya terhormat tetapi nyatanya kerja cuman menghabiskan uang rakyat tidak ada hsil undang undang banyak yang mangkrak seperti hambalang,negative,-0.9846,5,0.4352
9821,2018-09-26T05:18:00.000Z,Ingatlah Undang undang hanya bisa dibuat oleh para anggota DPR DPD MPR yang kita pilih dan pemerintah melalui partai politik DPR RI dan perorangan DPD RI AbdulAzis AzisLagi Pemilu,ingatlah undang undang hanya bisa dibuat oleh para anggota DPR DPD MPR yang kita pilih dan pemerintah melalui partai politik DPR RI dan perorangan DPD RI abdulazis azislagi pemilu,negative,-0.3680,3,0.5924
9823,2018-09-26T02:18:30.000Z,Tokoh Perempuan Pengentas Buta Aksara arab dari Kabupaten Sidrap Fatmawati Rusdi Caleg DPR RI Dapil Jakarta III dari Partai NasDem akan menyerap aspirasi rakyat Jakarta dengan pengalamannya Pejuang Bantuan Stimulan Perumahan Swadaya NasDemAntiMahar PolitikTanpaMahar,tokoh perempuan pengentas buta aksara arab dari kabupaten sidrap fatmawati rusdi caleg DPR RI dapil jakarta II dari partai nasdem akan menyerap aspirasi rakyat jakarta dengan pengalamannya pejuang bantuan stimulan perumahan swadaya nasdemantimahar politiktanpamahar,negative,-0.7184,4,0.2998
9824,2018-09-26T00:43:13.000Z,Ternyata Malaysia lbh waras dibanding anggota DPR yg menyelidiki pencegahan RS lagian ngapain ngurusin negara org yg memang motabene kebijakan absolut negara lain ??? DPR PEKOK KOK KOK,ternyata malaysia lebih waras dibanding anggota DPR yang menyelidiki pencegahan RS lagian mengapai mengurusi negara orang yang memang motabene kebijakan absolut negara lain ? ? DPR PEKOK KOK KOK,negative,-0.4719,2,0.4118
9832,2018-09-25T04:38:52.000Z,Artinya apa pr pengambil kebijakan keputusan di Tingkat Kabinet Jokowi JK Lemah Nalar Untuk Kepentingan Rakyat dn atau DISENGAJA,artinya apa pr pengambil kebijakan keputusan di tingkat kabinet jokowi JIKA lemah nalar untuk kepentingan rakyat dan atau DISENGAJA,negative,-0.5859,5,0.5224
9833,2018-09-25T04:06:58.000Z,Dewan Perwakilan Rakyat Daerah DPRD Provinsi Sulawesi Selatan Sulsel menilai beberapa kebijakan pemerintah merugikan bahkan mengancam kesejahteraan petani,dewan perwakilan rakyat daerah DPRD provinsi sulawesi selatan sulsel menilai beberapa kebijakan pemerintah merugikan bahkan mengancam kesejahteraan petani,negative,-0.8146,5,0.5419
9835,2018-09-25T01:42:19.000Z,Mahkamah Agung telah memutus uji materi Pasal ayat Peraturan Komisi Pemilihan Umum Nomor Tahun tentang Pencalonan Anggota DPR dan DPRD Kabupaten kota terhadap Undang Undang,mahkamah agung telah memutus uji materi pasal ayat peraturan komisi pemilihan umum nomor tahun tentang pencalonan anggota DPR dan DPRD kabupaten kota terhadap undang undang,negative,-0.2023,3,0.7013
9845,2018-09-24T07:05:44.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kota Depok menyelenggarakan Rapat Paripurna dalam rangka Penyampaian Nota Keuangan dan Raperda Tentang Perubahan APBD Kota Depok TA oleh Wali Kota Depok,dewan perwakilan rakyat daerah DPRD kota depok menyelenggarakan rapat paripurna dalam rangka penyampaian nota keuangan dan raperda tentang perubahan APBD kota depok TA oleh wali kota depok,negative,-0.3818,5,0.5264
9849,2018-09-24T02:02:00.000Z,Masalah ekonomi untuk indonesia ga gampang siapapun presidennya krenan pihak oposisi ga pernah mendukung kebijakan pemerintah bahkan malah berusaha menjatuhkan bukan ngasih solusi padahal mereka itu para wakil rakyat juga yng hrusnya ikut bertanggung jwb soal ekomomi,masalah ekonomi untuk indonesia tidak gampang siapapun presidennya krenan pihak oposisi tidak pernah mendukung kebijakan pemerintah bahkan malah berusaha menjatuhkan bukan mengasih solusi padahal mereka itu para wakil rakyat juga yang harusnya ikut bertanggung jawab soal ekomomi,negative,-0.8756,5,0.3891
9852,2018-09-23T14:20:45.000Z,Dear dan jika saya boleh menyuarakan pendapat Undang undang no tentang Tindak Pidana Korupsi HARUS TEGAS! HARUS MEMUAT PERATURAN TENTANG PENCABUTAN HAK POLITIK BAGI CALEG MANTAN NAPI KORUPTOR KE UU TERSEBUT!,dear dan jika saya boleh menyuarakan pendapat undang undang no tentang tindak pidana korupsi HARUS TEGAS ! HARUS MEMUAT PERATURAN TENTANG PENCABUTAN HAK POLITIK BAGI CALEG MANTAN NAPI KORUPTOR KE UU TERSEBUT !,negative,-0.9491,2,0.5293
9853,2018-09-23T11:28:05.000Z,Apakah mengubah UU itu perkara mudah? RUU menjadi UU aja perlu waktu bertahun² Yg dipertanyakan skrg tugas DPR itu apa? Jalan ditempat jalan kaki jalan cepat atau lari? Knp DPR hanya bisa mengkritik lwt medsos? Minta gaji naik minta tunjangan masa reses? Itu uang rakyat,apakah mengubah UU itu perkara mudah ? RUU menjadi UU saja perlu waktu bertahun² yang dipertanyakan sekarang tugas DPR itu apa ? jalan ditempat jalan kaki jalan cepat atau lari ? kenapa DPR hanya bisa mengkritik lewat medsos ? meminta gaji naik meminta tunjangan masa reses ? itu uang rakyat,negative,-0.5891,5,0.5786
9854,2018-09-23T10:42:18.000Z,Tp anda sering bicara yg g penting yg bkn mewakili aspirasi rakyat cm mewakili kehendak anda sendiri,tetapi anda sering bicara yang tidak penting yang bukan mewakili aspirasi rakyat cuma mewakili kehendak anda sendiri,negative,-0.9337,5,0.5026
9855,2018-09-23T09:33:39.000Z,Ini harus di usut oleh DPR RI DPR RI adalah rumah Demokrasi Jika memang hak menyampaikan pendapat tidak boleh lgi maka buat la undang undangnya Kasihan mahasiswanya Mereka hanya melaksanakan sesuatu yang di beri ruang oleh undang undang,ini harus di usut oleh DPR RI DPR RI adalah rumah demokrasi jika memang hak menyampaikan pendapat tidak boleh lagi maka buat lah undang undangnya kasihan mahasiswanya mereka hanya melaksanakan sesuatu yang di beri ruang oleh undang undang,negative,-0.0946,2,0.4085
9856,2018-09-23T07:26:18.000Z,Sebenar nya anda banyak dalam kegagalan sebagai dewan perwakilan rakyat hak angket Century yg menelan banyak uang APBN rakyat tidak menuai hasil RUU LGBT hingga sekarang belum selesai lebih gagal mana anda dengan pemerintahan Jokowi,sebenar nya anda banyak dalam kegagalan sebagai dewan perwakilan rakyat hak angket century yang menelan banyak uang APBN rakyat tidak menuai hasil RUU LGBT hingga sekarang belum selesai lebih gagal mana anda dengan pemerintahan jokowi,negative,-0.8994,2,0.4789
9857,2018-09-23T06:52:32.000Z,Sebagai wakil rakyat yg banyak nyinyir wajarlah tanya Masak banyak nyinyir giliran ditanya target RUU meradang Sebenernya FH wakli rakyat atau jubirnya oposisi??,sebagai wakil rakyat yang banyak nyinyir wajarlah tanya masak banyak nyinyir giliran ditanya target RUU meradang sebenarnya FH wakli rakyat atau jubirnya oposisi ? ?,negative,-0.6767,5,0.6798
9858,2018-09-23T02:30:36.000Z,Setuju sbg Wakil Rakyat berbicara menyampaikan aspirasi rakyat bukan provokasi dan tebar fitnah mengatas namakan rakyat,setuju sebagai wakil rakyat berbicara menyampaikan aspirasi rakyat bukan provokasi dan tebar fitnah mengatas namakan rakyat,negative,-0.9245,5,0.8523
9859,2018-09-23T01:05:39.000Z,Tapi parler untuk merumuskan undang undang dan menyerap inspirasi rakyat dan bukan parler untuk jadi provokator,tetapi parler untuk merumuskan undang undang dan menyerap inspirasi rakyat dan bukan parler untuk jadi provokator,negative,-0.9019,5,0.4479
9860,2018-09-22T23:47:08.000Z,kalo saya anggota DPR apalagi wakil ketua ngurus negara dengan membuat undang menggelar rapat dengan pemerintah menggunakan hak angket jika menilai ada kebijakan pemerintah yg salah bukan provokasi di medsos,jika saya anggota DPR apalagi wakil ketua mengurus negara dengan membuat undang menggelar rapat dengan pemerintah menggunakan hak angket jika menilai ada kebijakan pemerintah yang salah bukan provokasi di medsos,negative,-0.9117,5,0.6815
9861,2018-09-22T22:38:04.000Z,Yg bacot bacot bacot hasilnya cuma nutup kali pake kaen sama resmiin gardu listrik Yg di senayan bacot bacot bacot tapi tiap rapat paripurna dewan bolos mulu kalo ngga molor pas rapat,yang bacot bacot bacot hasilnya cuma nutup kali pakai kaen sama resmiin gardu listrik yang di senayan bacot bacot bacot tetapi tiap rapat paripurna dewan bolos mulu jika tidak molor pas rapat,negative,-0.0742,4,0.4846
9871,2018-09-21T11:23:11.000Z,Anda kan anggota DPR bung kalau th masih kurang ya ubah undang undang nya proses beli balik Indosat apa sampai selama itu?,anda kan anggota DPR bung jika tahu masih kurang ya ubah undang undang nya proses beli balik indosat apa sampai selama itu ?,negative,-0.2960,3,0.7156
9872,2018-09-21T08:16:22.000Z,Biarin aja memang maunya Rangkap Jabatan kok tidak malu jadi wakil Rakyat tapi tidak Taat pada aturan dan undang undang yang berlaku,biarkan saja memang maunya rangkap jabatan kok tidak malu jadi wakil rakyat tetapi tidak taat pada aturan dan undang undang yang berlaku,negative,-0.9212,6,0.4450
9874,2018-09-21T06:58:51.000Z,Dolar hrs diredam kebijakan impor bs direka ulang ketidak layakan oknum pejabat tinggi pemerintah bs ditegur asal fungsi pengawasan jg benar dimaksimalkan Kl gak bisa diatur main ancam juga bolehlah la wong ut rakyat Lagian situ wakil rakyat toh,dolar harus diredam kebijakan impor bisa direka ulang ketidak layakan oknum pejabat tinggi pemerintah bisa ditegur asal fungsi pengawasan juga benar dimaksimalkan jika tidak bisa diatur main ancam juga bolehlah lah wong ut rakyat lagian situ wakil rakyat toh,negative,-0.9517,2,0.5586
9875,2018-09-21T06:30:22.000Z,Tidak tepat menanyakan jawaban kpd krn beliau blm duduk di bangku DPR tanyakanlah kpd Pemerintah dan Anggota DPR krn mereka yg BUAT undang undang serta tanyakan kpd ketua partai knp partai masih membiarkan mantan Koruptor jd kader dan jd caleg partainya,tidak tepat menanyakan jawaban kepada karena beliau belum duduk di bangku DPR tanyakanlah kepada pemerintah dan anggota DPR karena mereka yang BUAT undang undang serta tanyakan kepada ketua partai kenapa partai masih membiarkan mantan koruptor jadi kader dan jadi caleg partainya,negative,-0.9321,3,0.2934
9876,2018-09-21T06:17:44.000Z,Kok ngotot mau Rangkap Jabatan serta Arogan pula memangnya mau apa sebenarnya pak OSO ini Harus nya jadi pimpinan dan wakil Rakyat itu harus patuhi peraturan dan undang undang yang ada,kok ngotot mau rangkap jabatan serta arogan pula memangnya mau apa sebenarnya pak OSO ini harus nya jadi pimpinan dan wakil rakyat itu harus patuhi peraturan dan undang undang yang ada,negative,-0.8225,2,0.3116
9877,2018-09-21T06:05:25.000Z,Ketua Umum DPP Partai Hanura Oesman Sapta Odang OSO mengajukan gugatan ke Badan Pengawas Pemilu Bawaslu setelah Komisi Pemilihan Umum KPU mencoret namanya dari daftar caleg tetap DPD RI,ketua umum DPP partai hanura oesman sapta odang OSO mengajukan gugatan ke badan pengawas pemilu bawaslu setelah komisi pemilihan umum KPU mencoret namanya dari daftar caleg tetap DPD RI,negative,-0.5160,3,0.6114
9878,2018-09-21T04:03:51.000Z,MA menyatakan Mantan Napi ex Koruptor bs nyaleg MA berdasarkan undang undang nah yg buat undang undang siapa?? Ya anggota DPR anggota DPR asal nya dri mana ya dari partai lingkarannya disitu aja ga kemana kok,SAMA menyatakan mantan napi ex koruptor bisa nyaleg SAMA berdasarkan undang undang nah yang buat undang undang siapa ? ? ya anggota DPR anggota DPR asal nya dari mana ya dari partai lingkarannya disitu saja tidak kemana kok,negative,-0.9320,5,0.2924
9879,2018-09-21T02:25:43.000Z,Sumbangsih mahasiswa salah satuny dg berdemo bung kita hrs lihat sejarah indonesia bisa lepas dr era reformasi krn apa? Apakah ada wakil rakyat yg bnr² menyampaikan aspirasi rakyat?,sumbangsih mahasiswa salah satuny dengan berdemo bung kita harus lihat sejarah indonesia bisa lepas dari era reformasi karena apa ? apakah ada wakil rakyat yang bnr² menyampaikan aspirasi rakyat ?,negative,-0.8677,5,0.4282
