no,timestamp,teks,teks_processed,sentiment,compound_score,tokens_lda,teks_lda_clean
7926,2017-02-25T00:48:11.000Z,hakAngket sudah jadi tradisi untuk mendukung tidaknya kebijakan adlah hitungan untung rugi bagi parpol bkan bagi rakyat,hakangket sudah jadi tradisi untuk mendukung tidaknya kebijakan adlah hitungan untung rugi bagi parpol bukan bagi rakyat,negative,-0.5242,"['hakangket', 'tradisi', 'mendukung', 'tidaknya', 'kebijakan', 'adlah', 'hitungan', 'untung', 'rugi', 'parpol', 'rakyat']",hakangket tradisi mendukung tidaknya kebijakan adlah hitungan untung rugi parpol rakyat
7936,2017-02-23T16:41:09.000Z,Novanto Saya Minta Anggota DPR Sambut Raja Salman Meski Reses Meski Ads,novanto saya meminta anggota DPR sambut raja salman meski reses meski ads,negative,-0.5267,"['novanto', 'sambut', 'raja', 'salman', 'reses', 'ads']",novanto sambut raja salman reses ads
7940,2017-02-23T14:31:42.000Z,Terima kasih Bang Fahri Hamzah dan juga terus kawal kontrol eksekutif sebagai tugas anggota DPR agar kebijakan eksekutif tidak menyimpang,terima kasih bang fahri hamzah dan juga terus kawal kontrol eksekutif sebagai tugas anggota DPR agar kebijakan eksekutif tidak menyimpang,negative,-0.6407,"['terima', 'kasih', 'bang', 'fahri', 'hamzah', 'kawal', 'kontrol', 'eksekutif', 'tugas', 'kebijakan', 'eksekutif', 'menyimpang']",terima kasih bang fahri hamzah kawal kontrol eksekutif tugas kebijakan eksekutif menyimpang
7953,2017-02-23T10:34:59.000Z,Semua Anggota DPR Diminta Temui Raja Arab Saudi Meski Reses,semua anggota DPR diminta temui raja arab saudi meski reses,negative,-0.3818,"['temui', 'raja', 'arab', 'saudi', 'reses']",temui raja arab saudi reses
7955,2017-02-23T09:47:00.000Z,menggelar rapat paripurna penutupan masa sidang yang dipimpin oleh Wakil Ketua,menggelar rapat paripurna penutupan masa sidang yang dipimpin oleh wakil ketua,negative,-0.3818,"['menggelar', 'penutupan', 'sidang', 'dipimpin', 'wakil', 'ketua']",menggelar penutupan sidang dipimpin wakil ketua
7961,2017-02-23T08:36:47.000Z,apakah wakil rakyat seperti bpk fadli hanya mendengarkan aspirasi rakyat khusus pendemo yg terkait ???,apakah wakil rakyat seperti bpk fadli hanya mendengarkan aspirasi rakyat khusus pendemo yang terkait ? ?,negative,-0.8458,"['wakil', 'rakyat', 'bpk', 'fadli', 'mendengarkan', 'aspirasi', 'rakyat', 'khusus', 'pendemo', 'terkait']",wakil rakyat bpk fadli mendengarkan aspirasi rakyat khusus pendemo terkait
7964,2017-02-23T04:25:39.000Z,Dari RUU yg msk daftar RUU Prioritas belom pun yg selesai dibahas Pdhl diantaranya mrp luncuran th msh bekerja?,dari RUU yang masuk daftar RUU prioritas belum pun yang selesai dibahas padahal diantaranya mrp luncuran tahu masih bekerja ?,negative,-0.2003,"['masuk', 'daftar', 'prioritas', 'selesai', 'dibahas', 'mrp', 'luncuran']",masuk daftar prioritas selesai dibahas mrp luncuran
7965,2017-02-23T04:24:24.000Z,RUU Pertanahan Harus Ada Kepastian Hak Batas Tanah,RUU pertanahan harus ada kepastian hak batas tanah,negative,-0.8402,"['pertanahan', 'kepastian', 'hak', 'batas', 'tanah']",pertanahan kepastian hak batas tanah
7968,2017-02-23T02:50:54.000Z,Parlemen Belanda setujui RUU Penanaman Ganja Indonesia kapan ya,parlemen belanda setujui RUU penanaman ganja indonesia kapan ya,negative,-0.5267,"['parlemen', 'belanda', 'setujui', 'penanaman', 'ganja', 'indonesia']",parlemen belanda setujui penanaman ganja indonesia
7971,2017-02-23T01:01:30.000Z,Saat ini sedang bahas Revisi UU KUHP Ada Bab khusus Tipikor di UU KUHP yg berupaya lemahkan,saat ini sedang bahas revisi UU KUHP ada bab khusus tipikor di UU KUHP yang berupaya lemahkan,negative,-0.5766,"['bahas', 'revisi', 'kuhp', 'bab', 'khusus', 'tipikor', 'kuhp', 'berupaya', 'lemahkan']",bahas revisi kuhp bab khusus tipikor kuhp berupaya lemahkan
7973,2017-02-22T13:52:40.000Z,BUKA MATA HATI Mengapa wakil rakyat banyak tidak mendengarkan aspirasi rakyat ?,BUKA MATA HATI mengapa wakil rakyat banyak tidak mendengarkan aspirasi rakyat ?,negative,-0.7125,"['buka', 'mata', 'hati', 'wakil', 'rakyat', 'mendengarkan', 'aspirasi', 'rakyat']",buka mata hati wakil rakyat mendengarkan aspirasi rakyat
7974,2017-02-22T13:32:40.000Z,Komisi IX Akomodir Masukan Penolak RUU Pertembakauan,komisi IX akomodir masukan penolak RUU pertembakauan,negative,-0.6289,"['komisi', 'akomodir', 'masukan', 'penolak', 'pertembakauan']",komisi akomodir masukan penolak pertembakauan
7975,2017-02-22T13:12:13.000Z,Komisi IX Akomodir Masukan Penolak RUU Pertembakauan IkiBangsaku,komisi IX akomodir masukan penolak RUU pertembakauan ikibangsaku,negative,-0.6289,"['komisi', 'akomodir', 'masukan', 'penolak', 'pertembakauan', 'ikibangsaku']",komisi akomodir masukan penolak pertembakauan ikibangsaku
7977,2017-02-22T10:52:28.000Z,Apakah pemangku kebijakan negri ini sdh sedemikian benci tdk percaya thdp umat islam? Cc,apakah pemangku kebijakan negeri ini sudah sedemikian benci tidak percaya terhadap umat islam ? cc,negative,-0.1431,"['pemangku', 'kebijakan', 'negeri', 'benci', 'percaya', 'umat', 'islam']",pemangku kebijakan negeri benci percaya umat islam
7983,2017-02-21T07:15:37.000Z,Tim Pansus DPR RI Berkunjung ke Aceh Terkait RUU Pemilu,tim pansus DPR RI berkunjung ke aceh terkait RUU pemilu,negative,-0.8531,"['tim', 'pansus', 'berkunjung', 'aceh', 'terkait', 'pemilu']",tim pansus berkunjung aceh terkait pemilu
7984,2017-02-21T06:45:10.000Z,Anggota DPR RI FPKB Desak Sahkan RUU Penghapusan Kekerasan Seksual,anggota DPR RI FPKB desak sahkan RUU penghapusan kekerasan seksual,negative,-0.2437,"['fpkb', 'desak', 'sahkan', 'penghapusan', 'kekerasan', 'seksual']",fpkb desak sahkan penghapusan kekerasan seksual
7987,2017-02-21T04:04:49.000Z,Kenapa wakil Rakyat DAP keluar parti?? DapExit kelat zaid masuk plop sbb takut RUU,kenapa wakil rakyat DAP keluar parti ? ? dapexit kelat zaid masuk plop sebab takut RUU,negative,-0.2869,"['wakil', 'rakyat', 'dap', 'parti', 'dapexit', 'kelat', 'zaid', 'masuk', 'plop', 'takut']",wakil rakyat dap parti dapexit kelat zaid masuk plop takut
7989,2017-02-20T17:12:18.000Z,Wakil rakyat itu mendengar aspirasi rakyat dan kritiknya juga bukannya ngeblok wakaDPRRIyangcupu musuhbatman,wakil rakyat itu mendengar aspirasi rakyat dan kritiknya juga bukan ngeblok wakadprriyangcupu musuhbatman,negative,-0.5267,"['wakil', 'rakyat', 'mendengar', 'aspirasi', 'rakyat', 'kritiknya', 'ngeblok', 'wakadprriyangcupu', 'musuhbatman']",wakil rakyat mendengar aspirasi rakyat kritiknya ngeblok wakadprriyangcupu musuhbatman
7993,2017-02-20T09:29:09.000Z,Focus Group Discussion FGD Fraksi Partai NasDem DPR RI terkait RUU Masyarakat Adat Menghargai Kearifan Lokal,focus group discussion FGD fraksi partai nasdem DPR RI terkait RUU masyarakat adat menghargai kearifan lokal,negative,-0.6289,"['focus', 'group', 'discussion', 'fgd', 'fraksi', 'partai', 'nasdem', 'terkait', 'masyarakat', 'adat', 'menghargai', 'kearifan', 'lokal']",focus group discussion fgd fraksi partai nasdem terkait masyarakat adat menghargai kearifan lokal
8003,2017-02-20T00:15:53.000Z,DPR Tidak Reses LSM Permasa Ancam Lapor KPK,DPR tidak reses LSM permasa ancam lapor KPK,negative,-0.8986,"['reses', 'lsm', 'permasa', 'ancam', 'lapor', 'kpk']",reses lsm permasa ancam lapor kpk
8004,2017-02-19T11:13:10.000Z,Wakil Ketua Komisi VIII DPR RI Kritisi berita beritahariini terkini news bconline memberinilailebih cianjur,wakil ketua komisi VII DPR RI kritisi berita beritahariini terkini news bconline memberinilailebih cianjur,negative,-0.368,"['wakil', 'ketua', 'komisi', 'vii', 'kritisi', 'berita', 'beritahariini', 'terkini', 'news', 'bconline', 'memberinilailebih', 'cianjur']",wakil ketua komisi vii kritisi berita beritahariini terkini news bconline memberinilailebih cianjur
8006,2017-02-19T07:46:38.000Z,Anggota DPR Tidak Reses LSM Permasa Ancam Lapor KPK,anggota DPR tidak reses LSM permasa ancam lapor KPK,negative,-0.8986,"['reses', 'lsm', 'permasa', 'ancam', 'lapor', 'kpk']",reses lsm permasa ancam lapor kpk
8007,2017-02-18T23:06:28.000Z,Undang undang penganiyaan bukan pemukulan saja Hak kemerdekaan org dirampas termasuk penganiyaan,undang undang penganiyaan bukan pemukulan saja hak kemerdekaan orang dirampas termasuk penganiyaan,negative,-0.6154,"['undang', 'undang', 'penganiyaan', 'pemukulan', 'hak', 'kemerdekaan', 'orang', 'dirampas', 'penganiyaan']",undang undang penganiyaan pemukulan hak kemerdekaan orang dirampas penganiyaan
8008,2017-02-18T22:46:42.000Z,Walaupun kesejangan sosial hrs dimasukin juga undang undang itu termasuk penganiyaan Hak kemerdekaan org lain dirampas Dimasukin,walaupun kesejangan sosial harus dimasuki juga undang undang itu termasuk penganiyaan hak kemerdekaan orang lain dirampas dimasuki,negative,-0.9274,"['kesejangan', 'sosial', 'dimasuki', 'undang', 'undang', 'penganiyaan', 'hak', 'kemerdekaan', 'orang', 'dirampas', 'dimasuki']",kesejangan sosial dimasuki undang undang penganiyaan hak kemerdekaan orang dirampas dimasuki
8009,2017-02-18T22:43:19.000Z,kepada yth DPR RI Soal undang undang penganiyaan shrs diteliti ulang hrs dimasukin org dizalimin ngambil lahan org walau pun,kepada yth DPR RI soal undang undang penganiyaan shrs diteliti ulang harus dimasuki orang dizalimin ngambil lahan orang walau pun,negative,-0.7783,"['yth', 'undang', 'undang', 'penganiyaan', 'shrs', 'diteliti', 'ulang', 'dimasuki', 'orang', 'dizalimin', 'ngambil', 'lahan', 'orang']",yth undang undang penganiyaan shrs diteliti ulang dimasuki orang dizalimin ngambil lahan orang
8011,2017-02-18T08:28:54.000Z,Maka tidak terbendung lagi hak angket dari DPR RI mulai bergulir untuk mengejar sejauhmana kebijakan pemerintah Jokowi terkait AHOK,maka tidak terbendung lagi hak angket dari DPR RI mulai bergulir untuk mengejar sejauhmana kebijakan pemerintah jokowi terkait AHOK,negative,-0.9344,"['terbendung', 'hak', 'angket', 'bergulir', 'mengejar', 'sejauhmana', 'kebijakan', 'pemerintah', 'jokowi', 'terkait', 'ahok']",terbendung hak angket bergulir mengejar sejauhmana kebijakan pemerintah jokowi terkait ahok
8012,2017-02-17T13:42:25.000Z,RUU Pemilu Akomodir Hak Politik Penyandang Disabilitas,RUU pemilu akomodir hak politik penyandang disabilitas,negative,-0.2023,"['pemilu', 'akomodir', 'hak', 'politik', 'penyandang', 'disabilitas']",pemilu akomodir hak politik penyandang disabilitas
8013,2017-02-17T11:54:08.000Z,Mana nih DPR MPR katanya Wakil Rakyat mau bela rakyat dan menyalurkan aspirasi rakyat,mana ini DPR MPR katanya wakil rakyat mau bela rakyat dan menyalurkan aspirasi rakyat,negative,-0.2023,"['mpr', 'wakil', 'rakyat', 'bela', 'rakyat', 'menyalurkan', 'aspirasi', 'rakyat']",mpr wakil rakyat bela rakyat menyalurkan aspirasi rakyat
8014,2017-02-16T11:10:14.000Z,DPR Tak Politis Lahirnya RUU Penyelenggaraan Ibadah Haji dan Umrah GaJauhJauh hrs baik,DPR tak politis lahirnya RUU penyelenggaraan ibadah haji dan umrah gajauhjauh harus baik,negative,-0.2247,"['politis', 'lahirnya', 'penyelenggaraan', 'ibadah', 'haji', 'umrah', 'gajauhjauh']",politis lahirnya penyelenggaraan ibadah haji umrah gajauhjauh
8015,2017-02-16T04:32:13.000Z,Pansus RUU Penyelenggaraan Pemilu RDPU dengan APTIKA PPDI Kemenkominfo terkait masukan mengenai RUU Penyelenggaraan Pemilu RUUPemilu,pansus RUU penyelenggaraan pemilu RDPU dengan APTIKA PPDI kemenkominfo terkait masukan mengenai RUU penyelenggaraan pemilu ruupemilu,negative,-0.6289,"['pansus', 'penyelenggaraan', 'pemilu', 'rdpu', 'aptika', 'ppdi', 'kemenkominfo', 'terkait', 'masukan', 'penyelenggaraan', 'pemilu', 'ruupemilu']",pansus penyelenggaraan pemilu rdpu aptika ppdi kemenkominfo terkait masukan penyelenggaraan pemilu ruupemilu
8019,2017-02-15T09:01:35.000Z,Reses di Desa Tegal Rifdian Hubungan rakyat dan wakil rakyat tidak boleh terputus,reses di desa tegal rifdian hubungan rakyat dan wakil rakyat tidak boleh terputus,negative,-0.9078,"['reses', 'desa', 'tegal', 'rifdian', 'hubungan', 'rakyat', 'wakil', 'rakyat', 'terputus']",reses desa tegal rifdian hubungan rakyat wakil rakyat terputus
8020,2017-02-14T21:56:42.000Z,Buat Bpk ibu wakil rakyat RI jgn sibuk dgn HAK ANGKET karena ada byk RUU yang belum disahkan menjadi UU,buat bpk ibu wakil rakyat RI jangan sibuk dengan HAK ANGKET karena ada banyak RUU yang belum disahkan menjadi UU,negative,-0.7718,"['bpk', 'wakil', 'rakyat', 'sibuk', 'hak', 'angket', 'disahkan']",bpk wakil rakyat sibuk hak angket disahkan
8021,2017-02-14T20:54:57.000Z,Undang undang penganiyaan ditinjau kembali Disalahgunakan menzalimin org Atau ngambil lahan org sewenang wenangnya,undang undang penganiyaan ditinjau kembali disalahgunakan menzalimin orang atau ngambil lahan orang sewenang wenangnya,negative,-0.3818,"['undang', 'undang', 'penganiyaan', 'ditinjau', 'disalahgunakan', 'menzalimin', 'orang', 'ngambil', 'lahan', 'orang', 'sewenang', 'wenangnya']",undang undang penganiyaan ditinjau disalahgunakan menzalimin orang ngambil lahan orang sewenang wenangnya
8023,2017-02-14T20:41:37.000Z,kpd yg terhormat DPR RI Soal undang undang tentang penganiyaan hrs ditinjau kembali Disalahgunakan menzalimin org sama saja,kepada yang terhormat DPR RI soal undang undang tentang penganiyaan harus ditinjau kembali disalahgunakan menzalimin orang sama saja,negative,-0.8225,"['terhormat', 'undang', 'undang', 'penganiyaan', 'ditinjau', 'disalahgunakan', 'menzalimin', 'orang']",terhormat undang undang penganiyaan ditinjau disalahgunakan menzalimin orang
8024,2017-02-14T13:06:37.000Z,JAKARTA DPR RI dari tahun hingga masih saja membahas Revisi Undang Undang,JAKARTA DPR RI dari tahun hingga masih saja membahas revisi undang undang,negative,-0.6739,"['jakarta', 'membahas', 'revisi', 'undang', 'undang']",jakarta membahas revisi undang undang
8029,2017-02-14T08:59:15.000Z,Anggota Komisi XI DPR Heri Gunawan Paket Kebijakan Tidak Optimal Paket ke Dimunculkan,anggota komisi XI DPR heri gunawan paket kebijakan tidak optimal paket ke dimunculkan,negative,-0.7097,"['komisi', 'heri', 'gunawan', 'paket', 'kebijakan', 'optimal', 'paket', 'dimunculkan']",komisi heri gunawan paket kebijakan optimal paket dimunculkan
8030,2017-02-14T08:30:04.000Z,Komisi VIII DPR Rapat Panja RUU Penyelenggaraan Haji dan Umroh dengan Forum Kelompok Bimbingan Ibadah Haji KBIH Komisi,komisi VII DPR rapat panja RUU penyelenggaraan haji dan umroh dengan forum kelompok bimbingan ibadah haji KBIH komisi,negative,-0.7125,"['komisi', 'vii', 'panja', 'penyelenggaraan', 'haji', 'umroh', 'forum', 'kelompok', 'bimbingan', 'ibadah', 'haji', 'kbih', 'komisi']",komisi vii panja penyelenggaraan haji umroh forum kelompok bimbingan ibadah haji kbih komisi
8033,2017-02-14T04:23:06.000Z,Kalau hanya suara yang dihitung mungkin suatu saat nanti anjing pun bisa ikut memutuskan arah kebijakan negara ini,jika hanya suara yang dihitung mungkin suatu saat nanti anjing pun bisa ikut memutuskan arah kebijakan negara ini,negative,-0.9007,"['suara', 'dihitung', 'anjing', 'memutuskan', 'arah', 'kebijakan', 'negara']",suara dihitung anjing memutuskan arah kebijakan negara
8034,2017-02-14T02:44:27.000Z,Menuju Pengesahan RUUKepalangmerahan o Bersama Relawan WeLoveU PekerjaKemanusiaanBukanlahTargetPeluru,menuju pengesahan ruukepalangmerahan o bersama relawan weloveu pekerjakemanusiaanbukanlahtargetpeluru,negative,-0.2023,"['pengesahan', 'ruukepalangmerahan', 'relawan', 'weloveu', 'pekerjakemanusiaanbukanlahtargetpeluru']",pengesahan ruukepalangmerahan relawan weloveu pekerjakemanusiaanbukanlahtargetpeluru
8035,2017-02-13T19:32:42.000Z,Jangan diam diri wakil rakyat perlu tolak RUU kata NGO,jangan diam diri wakil rakyat perlu tolak RUU kata NGO,negative,-0.6739,"['diam', 'wakil', 'rakyat', 'tolak', 'ngo']",diam wakil rakyat tolak ngo
8036,2017-02-13T15:33:23.000Z,Reminder diskusi publik RUU Kepalangmerahan di ruang rapat FPKB DPR RI jam wib Senayan,reminder diskusi publik RUU kepalangmerahan di ruang rapat FPKB DPR RI jam wib senayan,negative,-0.6289,"['reminder', 'diskusi', 'publik', 'kepalangmerahan', 'ruang', 'fpkb', 'jam', 'wib', 'senayan']",reminder diskusi publik kepalangmerahan ruang fpkb jam wib senayan
8038,2017-02-13T14:32:15.000Z,DPR RI bertindak untuk kasus yang berlarut di kota Jakarta Aspirasi rakyat akhirnya di suarakan Semoga keadilan tetap di tegakan,DPR RI bertindak untuk kasus yang berlarut di kota jakarta aspirasi rakyat akhirnya di suarakan semoga keadilan tetap di tegakan,negative,-0.2023,"['bertindak', 'berlarut', 'kota', 'jakarta', 'aspirasi', 'rakyat', 'suarakan', 'semoga', 'keadilan', 'tegakan']",bertindak berlarut kota jakarta aspirasi rakyat suarakan semoga keadilan tegakan
8039,2017-02-13T13:34:22.000Z,Puluhan tahun aspirasi rakyat agar jangan korupsi tidak pernah kalian dengar setiap tahun ada saja anggota DPR mengisi media krn korupsi,puluhan tahun aspirasi rakyat agar jangan korupsi tidak pernah kalian dengar setiap tahun ada saja anggota DPR mengisi media karena korupsi,negative,-0.7542,"['puluhan', 'aspirasi', 'rakyat', 'korupsi', 'dengar', 'mengisi', 'media', 'korupsi']",puluhan aspirasi rakyat korupsi dengar mengisi media korupsi
8041,2017-02-13T12:08:54.000Z,Pemerintah akan temui bahas revisi RUU terorisme NewsUpdates,pemerintah akan temui bahas revisi RUU terorisme newsupdates,negative,-0.4588,"['pemerintah', 'temui', 'bahas', 'revisi', 'terorisme', 'newsupdates']",pemerintah temui bahas revisi terorisme newsupdates
8046,2017-02-13T02:57:29.000Z,Melalui undang undang yeng tengah di bahas DPR RI Pertamina sebagai national oil company akan dijadikan sebagai BUMN Khusus,melalui undang undang yeng tengah di bahas DPR RI pertamina sebagai national oil company akan dijadikan sebagai BUMN khusus,negative,-0.368,"['undang', 'undang', 'yeng', 'bahas', 'pertamina', 'national', 'oil', 'company', 'dijadikan', 'bumn', 'khusus']",undang undang yeng bahas pertamina national oil company dijadikan bumn khusus
8049,2017-02-12T15:27:12.000Z,Pedasss!! Anggota Dpr F PKS Semprot Kapolri Di Rapat Paripurna Soal Bend via,pedass ! ! anggota dpr f PKS semprot kapolri di rapat paripurna soal bend via,negative,-0.8118,"['pedass', 'pks', 'semprot', 'kapolri', 'bend']",pedass pks semprot kapolri bend
8054,2017-02-12T12:21:05.000Z,DPR RI bisa menggunakan hak angket untuk mempertanyakan kebijakan pemerintah yang dianggap janggal itu,DPR RI bisa menggunakan hak angket untuk mempertanyakan kebijakan pemerintah yang dianggap janggal itu,negative,-0.6369,"['hak', 'angket', 'kebijakan', 'pemerintah', 'dianggap', 'janggal']",hak angket kebijakan pemerintah dianggap janggal
8055,2017-02-12T09:17:00.000Z,Aikk?? wakil rakyat DAP Melaka keluar parti ? Saya tak percaya Mustahil! Fitnah! Saya tunggu pengesahan Pemimpin Agung,aikk ? ? wakil rakyat DAP melaka keluar parti ? saya tak percaya mustahil ! fitnah ! saya tunggu pengesahan pemimpin agung,negative,-0.893,"['aikk', 'wakil', 'rakyat', 'dap', 'melaka', 'parti', 'percaya', 'mustahil', 'fitnah', 'tunggu', 'pengesahan', 'pemimpin', 'agung']",aikk wakil rakyat dap melaka parti percaya mustahil fitnah tunggu pengesahan pemimpin agung
8062,2017-02-12T01:36:19.000Z,anggota dpr tp gak tau aturan baca undang undang dgn jelas n seksama,anggota dpr tetapi tidak tau aturan baca undang undang dengan jelas n seksama,negative,-0.7106,"['tau', 'aturan', 'baca', 'undang', 'undang', 'seksama']",tau aturan baca undang undang seksama
8063,2017-02-11T16:47:49.000Z,sebagai wakil rakyat di DPR RI wajib hukumnya memperjuangkan aspirasi rakyat dan kepastian hukum,sebagai wakil rakyat di DPR RI wajib hukumnya memperjuangkan aspirasi rakyat dan kepastian hukum,negative,-0.5859,"['wakil', 'rakyat', 'wajib', 'hukumnya', 'memperjuangkan', 'aspirasi', 'rakyat', 'kepastian', 'hukum']",wakil rakyat wajib hukumnya memperjuangkan aspirasi rakyat kepastian hukum
